word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8
"אבוז",0.333333333333333,0,0.3,0.25,0.555555555555556,0,0.1,0.25
"אבוי",0.333333333333333,0,0.3,0.25,0.555555555555556,0,0.545454545454545,0.111111111111111
"אבוך",0.333333333333333,0,0.3,0.25,0.555555555555556,0,0.818181818181818,0.111111111111111
"אבול",0.333333333333333,0,0.3,0.25,0.555555555555556,0,0.727272727272727,0.111111111111111
"אבוס",0.333333333333333,0,0.3,0.25,0.555555555555556,0,0.2,0.25
"אבור",0.333333333333333,0,0.3,0.25,0.555555555555556,0,0.222222222222222,0
"אבוש",0.333333333333333,0,0.3,0.25,0.555555555555556,0,0.0909090909090909,0.111111111111111
"אבות",0.333333333333333,0,0.3,0.25,0.555555555555556,0,0.8,0.25
"אבזה",0.333333333333333,0,0.3,0.25,0.1,0.25,0.4,0.25
"אבזז",0.333333333333333,0,0.3,0.25,0.1,0.25,0.1,0.25
"אבזך",0.333333333333333,0,0.3,0.25,0.1,0.25,0.818181818181818,0.111111111111111
"אבזם",0.333333333333333,0,0.3,0.25,0.1,0.25,0.777777777777778,0
"אבזן",0.333333333333333,0,0.3,0.25,0.1,0.25,0.666666666666667,0
"אבזק",0.333333333333333,0,0.3,0.25,0.1,0.25,0.111111111111111,0
"אבזר",0.333333333333333,0,0.3,0.25,0.1,0.25,0.222222222222222,0
"אבחה",0.333333333333333,0,0.3,0.25,0.636363636363636,0.111111111111111,0.4,0.25
"אבחל",0.333333333333333,0,0.3,0.25,0.636363636363636,0.111111111111111,0.727272727272727,0.111111111111111
"אבחן",0.333333333333333,0,0.3,0.25,0.636363636363636,0.111111111111111,0.666666666666667,0
"אבחר",0.333333333333333,0,0.3,0.25,0.636363636363636,0.111111111111111,0.222222222222222,0
"אבחש",0.333333333333333,0,0.3,0.25,0.636363636363636,0.111111111111111,0.0909090909090909,0.111111111111111
"אבחת",0.333333333333333,0,0.3,0.25,0.636363636363636,0.111111111111111,0.8,0.25
"אבטא",0.333333333333333,0,0.3,0.25,0.444444444444444,0,0.333333333333333,0
"אבטח",0.333333333333333,0,0.3,0.25,0.444444444444444,0,0.636363636363636,0.111111111111111
"אבטל",0.333333333333333,0,0.3,0.25,0.444444444444444,0,0.727272727272727,0.111111111111111
"אביא",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.333333333333333,0
"אביב",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.3,0.25
"אביה",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.4,0.25
"אביו",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0
"אביט",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.444444444444444,0
"אביך",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
"אבין",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.666666666666667,0
"אביס",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.2,0.25
"אביע",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.454545454545455,0.111111111111111
"אביר",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.222222222222222,0
"אבית",0.333333333333333,0,0.3,0.25,0.545454545454545,0.111111111111111,0.8,0.25
"אבכה",0.333333333333333,0,0.3,0.25,0.363636363636364,0.111111111111111,0.4,0.25
"אבכר",0.333333333333333,0,0.3,0.25,0.363636363636364,0.111111111111111,0.222222222222222,0
"אבלה",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.4,0.25
"אבלו",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.555555555555556,0
"אבלי",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111
"אבלך",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.818181818181818,0.111111111111111
"אבלל",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.727272727272727,0.111111111111111
"אבלם",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.777777777777778,0
"אבלן",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.666666666666667,0
"אבלע",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.454545454545455,0.111111111111111
"אבלף",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.909090909090909,0.111111111111111
"אבלת",0.333333333333333,0,0.3,0.25,0.727272727272727,0.111111111111111,0.8,0.25
"אבנה",0.333333333333333,0,0.3,0.25,0.5,0.25,0.4,0.25
"אבנו",0.333333333333333,0,0.3,0.25,0.5,0.25,0.555555555555556,0
"אבנט",0.333333333333333,0,0.3,0.25,0.5,0.25,0.444444444444444,0
"אבני",0.333333333333333,0,0.3,0.25,0.5,0.25,0.545454545454545,0.111111111111111
"אבנך",0.333333333333333,0,0.3,0.25,0.5,0.25,0.818181818181818,0.111111111111111
"אבנם",0.333333333333333,0,0.3,0.25,0.5,0.25,0.777777777777778,0
"אבנן",0.333333333333333,0,0.3,0.25,0.5,0.25,0.666666666666667,0
"אבנר",0.333333333333333,0,0.3,0.25,0.5,0.25,0.222222222222222,0
"אבסם",0.333333333333333,0,0.3,0.25,0.2,0.25,0.777777777777778,0
"אבסס",0.333333333333333,0,0.3,0.25,0.2,0.25,0.2,0.25
"אבעה",0.333333333333333,0,0.3,0.25,0.454545454545455,0.111111111111111,0.4,0.25
"אבעט",0.333333333333333,0,0.3,0.25,0.454545454545455,0.111111111111111,0.444444444444444,0
"אבעל",0.333333333333333,0,0.3,0.25,0.454545454545455,0.111111111111111,0.727272727272727,0.111111111111111
"אבער",0.333333333333333,0,0.3,0.25,0.454545454545455,0.111111111111111,0.222222222222222,0
"אבעת",0.333333333333333,0,0.3,0.25,0.454545454545455,0.111111111111111,0.8,0.25
"אבצע",0.333333333333333,0,0.3,0.25,0.7,0.25,0.454545454545455,0.111111111111111
"אבצר",0.333333333333333,0,0.3,0.25,0.7,0.25,0.222222222222222,0
"אבקה",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.4,0.25
"אבקו",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.555555555555556,0
"אבקי",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.545454545454545,0.111111111111111
"אבקך",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.818181818181818,0.111111111111111
"אבקם",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.777777777777778,0
"אבקן",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.666666666666667,0
"אבקע",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.454545454545455,0.111111111111111
"אבקר",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.222222222222222,0
"אבקש",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.0909090909090909,0.111111111111111
"אבקת",0.333333333333333,0,0.3,0.25,0.111111111111111,0,0.8,0.25
"אברא",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.333333333333333,0
"אברה",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.4,0.25
"אברו",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.555555555555556,0
"אברח",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.636363636363636,0.111111111111111
"אברי",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.545454545454545,0.111111111111111
"אברך",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.818181818181818,0.111111111111111
"אברם",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.777777777777778,0
"אברן",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.666666666666667,0
"אברר",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.222222222222222,0
"אברת",0.333333333333333,0,0.3,0.25,0.222222222222222,0,0.8,0.25
"אבשל",0.333333333333333,0,0.3,0.25,0.0909090909090909,0.111111111111111,0.727272727272727,0.111111111111111
"אבשם",0.333333333333333,0,0.3,0.25,0.0909090909090909,0.111111111111111,0.777777777777778,0
"אבשר",0.333333333333333,0,0.3,0.25,0.0909090909090909,0.111111111111111,0.222222222222222,0
"אבתה",0.333333333333333,0,0.3,0.25,0.8,0.25,0.4,0.25
"אבתק",0.333333333333333,0,0.3,0.25,0.8,0.25,0.111111111111111,0
"אבתר",0.333333333333333,0,0.3,0.25,0.8,0.25,0.222222222222222,0
"אגאה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.333333333333333,0,0.4,0.25
"אגאי",0.333333333333333,0,0.272727272727273,0.111111111111111,0.333333333333333,0,0.545454545454545,0.111111111111111
"אגאל",0.333333333333333,0,0.272727272727273,0.111111111111111,0.333333333333333,0,0.727272727272727,0.111111111111111
"אגבב",0.333333333333333,0,0.272727272727273,0.111111111111111,0.3,0.25,0.3,0.25
"אגבה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.3,0.25,0.4,0.25
"אגבי",0.333333333333333,0,0.272727272727273,0.111111111111111,0.3,0.25,0.545454545454545,0.111111111111111
"אגבן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.3,0.25,0.666666666666667,0
"אגבס",0.333333333333333,0,0.272727272727273,0.111111111111111,0.3,0.25,0.2,0.25
"אגבר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.3,0.25,0.222222222222222,0
"אגבש",0.333333333333333,0,0.272727272727273,0.111111111111111,0.3,0.25,0.0909090909090909,0.111111111111111
"אגדה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.4,0.25
"אגדו",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.555555555555556,0
"אגדי",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111
"אגדך",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.818181818181818,0.111111111111111
"אגדל",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.727272727272727,0.111111111111111
"אגדם",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.777777777777778,0
"אגדן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.666666666666667,0
"אגדע",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.454545454545455,0.111111111111111
"אגדף",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.909090909090909,0.111111111111111
"אגדר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.222222222222222,0
"אגדש",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.0909090909090909,0.111111111111111
"אגדת",0.333333333333333,0,0.272727272727273,0.111111111111111,0.181818181818182,0.111111111111111,0.8,0.25
"אגהץ",0.333333333333333,0,0.272727272727273,0.111111111111111,0.4,0.25,0.9,0.25
"אגהק",0.333333333333333,0,0.272727272727273,0.111111111111111,0.4,0.25,0.111111111111111,0
"אגהר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.4,0.25,0.222222222222222,0
"אגוד",0.333333333333333,0,0.272727272727273,0.111111111111111,0.555555555555556,0,0.181818181818182,0.111111111111111
"אגוז",0.333333333333333,0,0.272727272727273,0.111111111111111,0.555555555555556,0,0.1,0.25
"אגול",0.333333333333333,0,0.272727272727273,0.111111111111111,0.555555555555556,0,0.727272727272727,0.111111111111111
"אגור",0.333333333333333,0,0.272727272727273,0.111111111111111,0.555555555555556,0,0.222222222222222,0
"אגזז",0.333333333333333,0,0.272727272727273,0.111111111111111,0.1,0.25,0.1,0.25
"אגזל",0.333333333333333,0,0.272727272727273,0.111111111111111,0.1,0.25,0.727272727272727,0.111111111111111
"אגזם",0.333333333333333,0,0.272727272727273,0.111111111111111,0.1,0.25,0.777777777777778,0
"אגזר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.1,0.25,0.222222222222222,0
"אגחך",0.333333333333333,0,0.272727272727273,0.111111111111111,0.636363636363636,0.111111111111111,0.818181818181818,0.111111111111111
"אגחן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.636363636363636,0.111111111111111,0.666666666666667,0
"אגיב",0.333333333333333,0,0.272727272727273,0.111111111111111,0.545454545454545,0.111111111111111,0.3,0.25
"אגיד",0.333333333333333,0,0.272727272727273,0.111111111111111,0.545454545454545,0.111111111111111,0.181818181818182,0.111111111111111
"אגיה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.545454545454545,0.111111111111111,0.4,0.25
"אגיח",0.333333333333333,0,0.272727272727273,0.111111111111111,0.545454545454545,0.111111111111111,0.636363636363636,0.111111111111111
"אגיע",0.333333333333333,0,0.272727272727273,0.111111111111111,0.545454545454545,0.111111111111111,0.454545454545455,0.111111111111111
"אגיף",0.333333333333333,0,0.272727272727273,0.111111111111111,0.545454545454545,0.111111111111111,0.909090909090909,0.111111111111111
"אגיר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.545454545454545,0.111111111111111,0.222222222222222,0
"אגיש",0.333333333333333,0,0.272727272727273,0.111111111111111,0.545454545454545,0.111111111111111,0.0909090909090909,0.111111111111111
"אגלה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.4,0.25
"אגלו",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0
"אגלח",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.636363636363636,0.111111111111111
"אגלי",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111
"אגלך",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.818181818181818,0.111111111111111
"אגלל",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.727272727272727,0.111111111111111
"אגלם",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.777777777777778,0
"אגלן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.666666666666667,0
"אגלף",0.333333333333333,0,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.909090909090909,0.111111111111111
"אגמד",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.181818181818182,0.111111111111111
"אגמה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.4,0.25
"אגמו",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.555555555555556,0
"אגמי",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111
"אגמך",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.818181818181818,0.111111111111111
"אגמל",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.727272727272727,0.111111111111111
"אגמם",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.777777777777778,0
"אגמן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.666666666666667,0
"אגמע",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.454545454545455,0.111111111111111
"אגמר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.6,0.25,0.222222222222222,0
"אגנב",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.3,0.25
"אגנה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.4,0.25
"אגנו",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.555555555555556,0
"אגנז",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.1,0.25
"אגנח",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.636363636363636,0.111111111111111
"אגני",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.545454545454545,0.111111111111111
"אגנך",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.818181818181818,0.111111111111111
"אגנם",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.777777777777778,0
"אגנן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.5,0.25,0.666666666666667,0
"אגסה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.2,0.25,0.4,0.25
"אגסו",0.333333333333333,0,0.272727272727273,0.111111111111111,0.2,0.25,0.555555555555556,0
"אגסי",0.333333333333333,0,0.272727272727273,0.111111111111111,0.2,0.25,0.545454545454545,0.111111111111111
"אגסך",0.333333333333333,0,0.272727272727273,0.111111111111111,0.2,0.25,0.818181818181818,0.111111111111111
"אגסם",0.333333333333333,0,0.272727272727273,0.111111111111111,0.2,0.25,0.777777777777778,0
"אגסן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.2,0.25,0.666666666666667,0
"אגעה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.454545454545455,0.111111111111111,0.4,0.25
"אגעל",0.333333333333333,0,0.272727272727273,0.111111111111111,0.454545454545455,0.111111111111111,0.727272727272727,0.111111111111111
"אגער",0.333333333333333,0,0.272727272727273,0.111111111111111,0.454545454545455,0.111111111111111,0.222222222222222,0
"אגעש",0.333333333333333,0,0.272727272727273,0.111111111111111,0.454545454545455,0.111111111111111,0.0909090909090909,0.111111111111111
"אגפה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.888888888888889,0,0.4,0.25
"אגפו",0.333333333333333,0,0.272727272727273,0.111111111111111,0.888888888888889,0,0.555555555555556,0
"אגפי",0.333333333333333,0,0.272727272727273,0.111111111111111,0.888888888888889,0,0.545454545454545,0.111111111111111
"אגפך",0.333333333333333,0,0.272727272727273,0.111111111111111,0.888888888888889,0,0.818181818181818,0.111111111111111
"אגפם",0.333333333333333,0,0.272727272727273,0.111111111111111,0.888888888888889,0,0.777777777777778,0
"אגפן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.888888888888889,0,0.666666666666667,0
"אגפף",0.333333333333333,0,0.272727272727273,0.111111111111111,0.888888888888889,0,0.909090909090909,0.111111111111111
"אגפר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.888888888888889,0,0.222222222222222,0
"אגרב",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.3,0.25
"אגרד",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.181818181818182,0.111111111111111
"אגרה",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.4,0.25
"אגרו",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0
"אגרז",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.1,0.25
"אגרי",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111
"אגרך",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.818181818181818,0.111111111111111
"אגרם",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.777777777777778,0
"אגרן",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.666666666666667,0
"אגרס",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.2,0.25
"אגרע",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.454545454545455,0.111111111111111
"אגרף",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.909090909090909,0.111111111111111
"אגרר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.222222222222222,0
"אגרש",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.0909090909090909,0.111111111111111
"אגרת",0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.8,0.25
"אגשר",0.333333333333333,0,0.272727272727273,0.111111111111111,0.0909090909090909,0.111111111111111,0.222222222222222,0
"אגשש",0.333333333333333,0,0.272727272727273,0.111111111111111,0.0909090909090909,0.111111111111111,0.0909090909090909,0.111111111111111
"אדאב",0.333333333333333,0,0.181818181818182,0.111111111111111,0.333333333333333,0,0.3,0.25
"אדאג",0.333333333333333,0,0.181818181818182,0.111111111111111,0.333333333333333,0,0.272727272727273,0.111111111111111
"אדאה",0.333333333333333,0,0.181818181818182,0.111111111111111,0.333333333333333,0,0.4,0.25
"אדבב",0.333333333333333,0,0.181818181818182,0.111111111111111,0.3,0.25,0.3,0.25
"אדבג",0.333333333333333,0,0.181818181818182,0.111111111111111,0.3,0.25,0.272727272727273,0.111111111111111
"אדבק",0.333333333333333,0,0.181818181818182,0.111111111111111,0.3,0.25,0.111111111111111,0
"אדבר",0.333333333333333,0,0.181818181818182,0.111111111111111,0.3,0.25,0.222222222222222,0
"אדג'ו",0.333333333333333,0,0.181818181818182,0.111111111111111,0.272727272727273,0.111111111111111,0.555555555555556,0
"אדגם",0.333333333333333,0,0.181818181818182,0.111111111111111,0.272727272727273,0.111111111111111,0.777777777777778,0
"אדדה",0.333333333333333,0,0.181818181818182,0.111111111111111,0.181818181818182,0.111111111111111,0.4,0.25
"אדהה",0.333333333333333,0,0.181818181818182,0.111111111111111,0.4,0.25,0.4,0.25
"אדהם",0.333333333333333,0,0.181818181818182,0.111111111111111,0.4,0.25,0.777777777777778,0
"אדהר",0.333333333333333,0,0.181818181818182,0.111111111111111,0.4,0.25,0.222222222222222,0
"אדוג",0.333333333333333,0,0.181818181818182,0.111111111111111,0.555555555555556,0,0.272727272727273,0.111111111111111
"אדוה",0.333333333333333,0,0.181818181818182,0.111111111111111,0.555555555555556,0,0.4,0.25
"אדום",0.333333333333333,0,0.181818181818182,0.111111111111111,0.555555555555556,0,0.777777777777778,0
"אדון",0.333333333333333,0,0.181818181818182,0.111111111111111,0.555555555555556,0,0.666666666666667,0
"אדוף",0.333333333333333,0,0.181818181818182,0.111111111111111,0.555555555555556,0,0.909090909090909,0.111111111111111
"אדוק",0.333333333333333,0,0.181818181818182,0.111111111111111,0.555555555555556,0,0.111111111111111,0
"אדור",0.333333333333333,0,0.181818181818182,0.111111111111111,0.555555555555556,0,0.222222222222222,0
