word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26,mat_27,mat_28,mat_29,mat_30,mat_31,mat_32,mat_33,mat_34,mat_35,mat_36
אינטרדיסציפלינריות,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.444444444444444,0,0.222222222222222,0,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.7,1,0.545454545454545,0.5,0.888888888888889,0,0.727272727272727,0.5,0.545454545454545,0.5,0.5,1,0.222222222222222,0,0.545454545454545,0.5,0.555555555555556,0,0.8,1
אינטרדיסציפלינריים,0.333333333333333,0,0.545454545454545,0.5,0.5,1,0.444444444444444,0,0.222222222222222,0,0.181818181818182,0.5,0.545454545454545,0.5,0.2,1,0.7,1,0.545454545454545,0.5,0.888888888888889,0,0.727272727272727,0.5,0.545454545454545,0.5,0.5,1,0.222222222222222,0,0.545454545454545,0.5,0.545454545454545,0.5,0.777777777777778,0
