word,mat_1,mat_2,mat_3,mat_4
"טי",0.444444444444444,0,0.545454545454545,0.5
"טל",0.444444444444444,0,0.727272727272727,0.5
"טס",0.444444444444444,0,0.2,1
"טע",0.444444444444444,0,0.454545454545455,0.5
"טף",0.444444444444444,0,0.909090909090909,0.5
"יד",0.545454545454545,0.5,0.181818181818182,0.5
"יו",0.545454545454545,0.5,0.555555555555556,0
"יח'",0.545454545454545,0.5,0.636363636363636,0.5
"ים",0.545454545454545,0.5,0.777777777777778,0
"ין",0.545454545454545,0.5,0.666666666666667,0
"יש",0.545454545454545,0.5,0.0909090909090909,0.5
"כ""כ",0.363636363636364,0.5,0.363636363636364,0.5
"כ""ס",0.363636363636364,0.5,0.2,1
"כ""ף",0.363636363636364,0.5,0.909090909090909,0.5
"כ""ץ",0.363636363636364,0.5,0.9,1
"כד",0.363636363636364,0.5,0.181818181818182,0.5
"כה",0.363636363636364,0.5,0.4,1
"כי",0.363636363636364,0.5,0.545454545454545,0.5
"כך",0.363636363636364,0.5,0.818181818181818,0.5
"כל",0.363636363636364,0.5,0.727272727272727,0.5
"כן",0.363636363636364,0.5,0.666666666666667,0
"כס",0.363636363636364,0.5,0.2,1
"כף",0.363636363636364,0.5,0.909090909090909,0.5
"כר",0.363636363636364,0.5,0.222222222222222,0
"כת",0.363636363636364,0.5,0.8,1
"לא",0.727272727272727,0.5,0.333333333333333,0
"לב",0.727272727272727,0.5,0.3,1
"לד",0.727272727272727,0.5,0.181818181818182,0.5
"לה",0.727272727272727,0.5,0.4,1
"לו",0.727272727272727,0.5,0.555555555555556,0
"לח",0.727272727272727,0.5,0.636363636363636,0.5
"לי",0.727272727272727,0.5,0.545454545454545,0.5
"לך",0.727272727272727,0.5,0.818181818181818,0.5
"לן",0.727272727272727,0.5,0.666666666666667,0
"לס",0.727272727272727,0.5,0.2,1
"לץ",0.727272727272727,0.5,0.9,1
"לש",0.727272727272727,0.5,0.0909090909090909,0.5
"מ""כ",0.6,1,0.363636363636364,0.5
"מ""ל",0.6,1,0.727272727272727,0.5
"מ""ם",0.6,1,0.777777777777778,0
"מ""מ",0.6,1,0.6,1
"מ""פ",0.6,1,0.888888888888889,0
"מ""צ",0.6,1,0.7,1
"מ""ק",0.6,1,0.111111111111111,0
"מ""ר",0.6,1,0.222222222222222,0
"מג",0.6,1,0.272727272727273,0.5
"מד",0.6,1,0.181818181818182,0.5
"מה",0.6,1,0.4,1
"מט",0.6,1,0.444444444444444,0
"מי",0.6,1,0.545454545454545,0.5
"מל",0.6,1,0.727272727272727,0.5
"מן",0.6,1,0.666666666666667,0
"מס",0.6,1,0.2,1
"מר",0.6,1,0.222222222222222,0
"מש",0.6,1,0.0909090909090909,0.5
"מת",0.6,1,0.8,1
"נ""ט",0.5,1,0.444444444444444,0
"נ""ל",0.5,1,0.727272727272727,0.5
"נ""מ",0.5,1,0.6,1
"נא",0.5,1,0.333333333333333,0
"נד",0.5,1,0.181818181818182,0.5
"נו",0.5,1,0.555555555555556,0
"נח",0.5,1,0.636363636363636,0.5
"ני",0.5,1,0.545454545454545,0.5
"נם",0.5,1,0.777777777777778,0
"נס",0.5,1,0.2,1
"נע",0.5,1,0.454545454545455,0.5
"נץ",0.5,1,0.9,1
"נק'",0.5,1,0.111111111111111,0
"נר",0.5,1,0.222222222222222,0
"ס""ט",0.2,1,0.444444444444444,0
"ס""מ",0.2,1,0.6,1
"סב",0.2,1,0.3,1
"סד",0.2,1,0.181818181818182,0.5
"סט",0.2,1,0.444444444444444,0
"סי",0.2,1,0.545454545454545,0.5
"סך",0.2,1,0.818181818181818,0.5
"סל",0.2,1,0.727272727272727,0.5
"סם",0.2,1,0.777777777777778,0
"סע",0.2,1,0.454545454545455,0.5
"סף",0.2,1,0.909090909090909,0.5
"סר",0.2,1,0.222222222222222,0
"ע""י",0.454545454545455,0.5,0.545454545454545,0.5
"ע""מ",0.454545454545455,0.5,0.6,1
"ע""ס",0.454545454545455,0.5,0.2,1
"ע""ע",0.454545454545455,0.5,0.454545454545455,0.5
"ע""פ",0.454545454545455,0.5,0.888888888888889,0
"ע""ר",0.454545454545455,0.5,0.222222222222222,0
"ע""ש",0.454545454545455,0.5,0.0909090909090909,0.5
"עב",0.454545454545455,0.5,0.3,1
"עד",0.454545454545455,0.5,0.181818181818182,0.5
"עז",0.454545454545455,0.5,0.1,1
"עט",0.454545454545455,0.5,0.444444444444444,0
"עי",0.454545454545455,0.5,0.545454545454545,0.5
"על",0.454545454545455,0.5,0.727272727272727,0.5
"עם",0.454545454545455,0.5,0.777777777777778,0
"עמ'",0.454545454545455,0.5,0.6,1
"עף",0.454545454545455,0.5,0.909090909090909,0.5
"עץ",0.454545454545455,0.5,0.9,1
"ער",0.454545454545455,0.5,0.222222222222222,0
"עש",0.454545454545455,0.5,0.0909090909090909,0.5
"עת",0.454545454545455,0.5,0.8,1
"פ""א",0.888888888888889,0,0.333333333333333,0
"פ""נ",0.888888888888889,0,0.5,1
"פ""ת",0.888888888888889,0,0.8,1
"פג",0.888888888888889,0,0.272727272727273,0.5
"פה",0.888888888888889,0,0.4,1
"פז",0.888888888888889,0,0.1,1
"פח",0.888888888888889,0,0.636363636363636,0.5
"פי",0.888888888888889,0,0.545454545454545,0.5
"פך",0.888888888888889,0,0.818181818181818,0.5
"פן",0.888888888888889,0,0.666666666666667,0
"פס",0.888888888888889,0,0.2,1
"פר",0.888888888888889,0,0.222222222222222,0
"פת",0.888888888888889,0,0.8,1
"צ""ל",0.7,1,0.727272727272727,0.5
"צ'ט",0.7,1,0.444444444444444,0
"צ'ק",0.7,1,0.111111111111111,0
"צא",0.7,1,0.333333333333333,0
"צב",0.7,1,0.3,1
"צג",0.7,1,0.272727272727273,0.5
"צד",0.7,1,0.181818181818182,0.5
"צו",0.7,1,0.555555555555556,0
"צח",0.7,1,0.636363636363636,0.5
"צי",0.7,1,0.545454545454545,0.5
"צל",0.7,1,0.727272727272727,0.5
"צם",0.7,1,0.777777777777778,0
"צף",0.7,1,0.909090909090909,0.5
"צץ",0.7,1,0.9,1
"צר",0.7,1,0.222222222222222,0
"ק""ג",0.111111111111111,0,0.272727272727273,0.5
"ק""מ",0.111111111111111,0,0.6,1
"קב",0.111111111111111,0,0.3,1
"קד",0.111111111111111,0,0.181818181818182,0.5
"קו",0.111111111111111,0,0.555555555555556,0
"קח",0.111111111111111,0,0.636363636363636,0.5
"קט",0.111111111111111,0,0.444444444444444,0
"קי",0.111111111111111,0,0.545454545454545,0.5
"קל",0.111111111111111,0,0.727272727272727,0.5
"קם",0.111111111111111,0,0.777777777777778,0
"קן",0.111111111111111,0,0.666666666666667,0
"קץ",0.111111111111111,0,0.9,1
"קר",0.111111111111111,0,0.222222222222222,0
"קש",0.111111111111111,0,0.0909090909090909,0.5
"קת",0.111111111111111,0,0.8,1
"ר""ג",0.222222222222222,0,0.272727272727273,0.5
"ר""ח",0.222222222222222,0,0.636363636363636,0.5
"ר""ת",0.222222222222222,0,0.8,1
"רא",0.222222222222222,0,0.333333333333333,0
"רב",0.222222222222222,0,0.3,1
"רד",0.222222222222222,0,0.181818181818182,0.5
"רה",0.222222222222222,0,0.4,1
"רו",0.222222222222222,0,0.555555555555556,0
"רז",0.222222222222222,0,0.1,1
"רח'",0.222222222222222,0,0.636363636363636,0.5
"רך",0.222222222222222,0,0.818181818181818,0.5
"רם",0.222222222222222,0,0.777777777777778,0
"רן",0.222222222222222,0,0.666666666666667,0
"רע",0.222222222222222,0,0.454545454545455,0.5
"רף",0.222222222222222,0,0.909090909090909,0.5
"רץ",0.222222222222222,0,0.9,1
"רק",0.222222222222222,0,0.111111111111111,0
"רש",0.222222222222222,0,0.0909090909090909,0.5
"ש""ח",0.0909090909090909,0.5,0.636363636363636,0.5
"ש""ך",0.0909090909090909,0.5,0.818181818181818,0.5
"ש""ס",0.0909090909090909,0.5,0.2,1
"ש""ע",0.0909090909090909,0.5,0.454545454545455,0.5
"שא",0.0909090909090909,0.5,0.333333333333333,0
"שב",0.0909090909090909,0.5,0.3,1
"שד",0.0909090909090909,0.5,0.181818181818182,0.5
"שד'",0.0909090909090909,0.5,0.181818181818182,0.5
"שה",0.0909090909090909,0.5,0.4,1
"שח",0.0909090909090909,0.5,0.636363636363636,0.5
"שט",0.0909090909090909,0.5,0.444444444444444,0
"שי",0.0909090909090909,0.5,0.545454545454545,0.5
"של",0.0909090909090909,0.5,0.727272727272727,0.5
"שם",0.0909090909090909,0.5,0.777777777777778,0
"שן",0.0909090909090909,0.5,0.666666666666667,0
"שף",0.0909090909090909,0.5,0.909090909090909,0.5
"שק",0.0909090909090909,0.5,0.111111111111111,0
"שר",0.0909090909090909,0.5,0.222222222222222,0
"שש",0.0909090909090909,0.5,0.0909090909090909,0.5
"שת",0.0909090909090909,0.5,0.8,1
"ת""א",0.8,1,0.333333333333333,0
"תא",0.8,1,0.333333333333333,0
"תג",0.8,1,0.272727272727273,0.5
"תה",0.8,1,0.4,1
"תו",0.8,1,0.555555555555556,0
"תך",0.8,1,0.818181818181818,0.5
"תל",0.8,1,0.727272727272727,0.5
"תם",0.8,1,0.777777777777778,0
"תן",0.8,1,0.666666666666667,0
"תר",0.8,1,0.222222222222222,0
"תש",0.8,1,0.0909090909090909,0.5
"תת",0.8,1,0.8,1
