word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26
brutalisation,0.625,1,0.363636363636364,0,0.636363636363636,0,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
brutalitarian,0.625,1,0.363636363636364,0,0.636363636363636,0,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.75,1
brutalization,0.625,1,0.363636363636364,0,0.636363636363636,0,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
brutification,0.625,1,0.363636363636364,0,0.636363636363636,0,0.454545454545455,0,0.727272727272727,0,0.4,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
buccocervical,0.625,1,0.636363636363636,0,0.375,1,0.375,1,0.818181818181818,0,0.375,1,0.272727272727273,0,0.363636363636364,0,0.5,1,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
buccogingival,0.625,1,0.636363636363636,0,0.375,1,0.375,1,0.818181818181818,0,0.5,0.5,0.727272727272727,0,0.75,1,0.5,0.5,0.727272727272727,0,0.5,1,0.1,0.5,0.9,0.5
buckwheatlike,0.625,1,0.636363636363636,0,0.375,1,0.8,0.5,0.181818181818182,0,0.6,0.5,0.272727272727273,0,0.1,0.5,0.454545454545455,0,0.9,0.5,0.727272727272727,0,0.8,0.5,0.272727272727273,0
buffalofishes,0.625,1,0.636363636363636,0,0.4,0.5,0.4,0.5,0.1,0.5,0.9,0.5,0.818181818181818,0,0.4,0.5,0.727272727272727,0,0.2,0.5,0.6,0.5,0.272727272727273,0,0.2,0.5
bulbourethral,0.625,1,0.636363636363636,0,0.9,0.5,0.625,1,0.818181818181818,0,0.636363636363636,0,0.363636363636364,0,0.272727272727273,0,0.454545454545455,0,0.6,0.5,0.363636363636364,0,0.1,0.5,0.9,0.5
bulldoggishly,0.625,1,0.636363636363636,0,0.9,0.5,0.9,0.5,0.3,0.5,0.818181818181818,0,0.5,0.5,0.5,0.5,0.727272727272727,0,0.2,0.5,0.6,0.5,0.9,0.5,0.545454545454545,0
bulletproofed,0.625,1,0.636363636363636,0,0.9,0.5,0.9,0.5,0.272727272727273,0,0.454545454545455,0,0.909090909090909,0,0.363636363636364,0,0.818181818181818,0,0.818181818181818,0,0.4,0.5,0.272727272727273,0,0.3,0.5
bumblebeefish,0.625,1,0.636363636363636,0,0.875,1,0.625,1,0.9,0.5,0.272727272727273,0,0.625,1,0.272727272727273,0,0.272727272727273,0,0.4,0.5,0.727272727272727,0,0.2,0.5,0.6,0.5
bumptiousness,0.625,1,0.636363636363636,0,0.875,1,0.909090909090909,0,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
bunolophodont,0.625,1,0.636363636363636,0,0.75,1,0.818181818181818,0,0.9,0.5,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.3,0.5,0.818181818181818,0,0.75,1,0.454545454545455,0
bureaucracies,0.625,1,0.636363636363636,0,0.363636363636364,0,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.375,1,0.363636363636364,0,0.1,0.5,0.375,1,0.727272727272727,0,0.272727272727273,0,0.2,0.5
bureaucratese,0.625,1,0.636363636363636,0,0.363636363636364,0,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.375,1,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.2,0.5,0.272727272727273,0
bureaucratism,0.625,1,0.636363636363636,0,0.363636363636364,0,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.375,1,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.875,1
bureaucratist,0.625,1,0.636363636363636,0,0.363636363636364,0,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.375,1,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.454545454545455,0
bureaucratize,0.625,1,0.636363636363636,0,0.363636363636364,0,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.375,1,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.125,1,0.272727272727273,0
burghermaster,0.625,1,0.636363636363636,0,0.363636363636364,0,0.5,0.5,0.6,0.5,0.272727272727273,0,0.363636363636364,0,0.875,1,0.1,0.5,0.2,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0
burglariously,0.625,1,0.636363636363636,0,0.363636363636364,0,0.5,0.5,0.9,0.5,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.9,0.5,0.545454545454545,0
burglarproofs,0.625,1,0.636363636363636,0,0.363636363636364,0,0.5,0.5,0.9,0.5,0.1,0.5,0.363636363636364,0,0.909090909090909,0,0.363636363636364,0,0.818181818181818,0,0.818181818181818,0,0.4,0.5,0.2,0.5
burmanniaceae,0.625,1,0.636363636363636,0,0.363636363636364,0,0.875,1,0.1,0.5,0.75,1,0.75,1,0.727272727272727,0,0.1,0.5,0.375,1,0.272727272727273,0,0.1,0.5,0.272727272727273,0
burtonization,0.625,1,0.636363636363636,0,0.363636363636364,0,0.454545454545455,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
businesswoman,0.625,1,0.636363636363636,0,0.2,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5,0.181818181818182,0,0.818181818181818,0,0.875,1,0.1,0.5,0.75,1
businesswomen,0.625,1,0.636363636363636,0,0.2,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5,0.181818181818182,0,0.818181818181818,0,0.875,1,0.272727272727273,0,0.75,1
butcherliness,0.625,1,0.636363636363636,0,0.454545454545455,0,0.375,1,0.6,0.5,0.272727272727273,0,0.363636363636364,0,0.9,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
butyraldehyde,0.625,1,0.636363636363636,0,0.454545454545455,0,0.545454545454545,0,0.363636363636364,0,0.1,0.5,0.9,0.5,0.3,0.5,0.272727272727273,0,0.6,0.5,0.545454545454545,0,0.3,0.5,0.272727272727273,0
butyrochloral,0.625,1,0.636363636363636,0,0.454545454545455,0,0.545454545454545,0,0.363636363636364,0,0.818181818181818,0,0.375,1,0.6,0.5,0.9,0.5,0.818181818181818,0,0.363636363636364,0,0.1,0.5,0.9,0.5
butyrolactone,0.625,1,0.636363636363636,0,0.454545454545455,0,0.545454545454545,0,0.363636363636364,0,0.818181818181818,0,0.9,0.5,0.1,0.5,0.375,1,0.454545454545455,0,0.818181818181818,0,0.75,1,0.272727272727273,0
butterfingers,0.625,1,0.636363636363636,0,0.454545454545455,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.4,0.5,0.727272727272727,0,0.75,1,0.5,0.5,0.272727272727273,0,0.363636363636364,0,0.2,0.5
butterflyfish,0.625,1,0.636363636363636,0,0.454545454545455,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.4,0.5,0.9,0.5,0.545454545454545,0,0.4,0.5,0.727272727272727,0,0.2,0.5,0.6,0.5
butterflylike,0.625,1,0.636363636363636,0,0.454545454545455,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.4,0.5,0.9,0.5,0.545454545454545,0,0.9,0.5,0.727272727272727,0,0.8,0.5,0.272727272727273,0
buttstrapping,0.625,1,0.636363636363636,0,0.454545454545455,0,0.454545454545455,0,0.2,0.5,0.454545454545455,0,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.909090909090909,0,0.727272727272727,0,0.75,1,0.5,0.5
buxbaumiaceae,0.625,1,0.636363636363636,0,0.25,1,0.625,1,0.1,0.5,0.636363636363636,0,0.875,1,0.727272727272727,0,0.1,0.5,0.375,1,0.272727272727273,0,0.1,0.5,0.272727272727273,0
cabbageheaded,0.375,1,0.1,0.5,0.625,1,0.625,1,0.1,0.5,0.5,0.5,0.272727272727273,0,0.6,0.5,0.272727272727273,0,0.1,0.5,0.3,0.5,0.272727272727273,0,0.3,0.5
cabbalistical,0.375,1,0.1,0.5,0.625,1,0.625,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
cabinetmakers,0.375,1,0.1,0.5,0.625,1,0.727272727272727,0,0.75,1,0.272727272727273,0,0.454545454545455,0,0.875,1,0.1,0.5,0.8,0.5,0.272727272727273,0,0.363636363636364,0,0.2,0.5
cabinetmaking,0.375,1,0.1,0.5,0.625,1,0.727272727272727,0,0.75,1,0.272727272727273,0,0.454545454545455,0,0.875,1,0.1,0.5,0.8,0.5,0.727272727272727,0,0.75,1,0.5,0.5
cabinetworker,0.375,1,0.1,0.5,0.625,1,0.727272727272727,0,0.75,1,0.272727272727273,0,0.454545454545455,0,0.181818181818182,0,0.818181818181818,0,0.363636363636364,0,0.8,0.5,0.272727272727273,0,0.363636363636364,0
cacodaemoniac,0.375,1,0.1,0.5,0.375,1,0.818181818181818,0,0.3,0.5,0.1,0.5,0.272727272727273,0,0.875,1,0.818181818181818,0,0.75,1,0.727272727272727,0,0.1,0.5,0.375,1
cacodaemonial,0.375,1,0.1,0.5,0.375,1,0.818181818181818,0,0.3,0.5,0.1,0.5,0.272727272727273,0,0.875,1,0.818181818181818,0,0.75,1,0.727272727272727,0,0.1,0.5,0.9,0.5
cacographical,0.375,1,0.1,0.5,0.375,1,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
cacomorphosis,0.375,1,0.1,0.5,0.375,1,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.2,0.5,0.727272727272727,0,0.2,0.5
cacopharyngia,0.375,1,0.1,0.5,0.375,1,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.1,0.5,0.363636363636364,0,0.545454545454545,0,0.75,1,0.5,0.5,0.727272727272727,0,0.1,0.5
cacophonously,0.375,1,0.1,0.5,0.375,1,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.75,1,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.9,0.5,0.545454545454545,0
cacophthalmia,0.375,1,0.1,0.5,0.375,1,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.454545454545455,0,0.6,0.5,0.1,0.5,0.9,0.5,0.875,1,0.727272727272727,0,0.1,0.5
caesaropapacy,0.375,1,0.1,0.5,0.272727272727273,0,0.2,0.5,0.1,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.1,0.5,0.909090909090909,0,0.1,0.5,0.375,1,0.545454545454545,0
caesaropapism,0.375,1,0.1,0.5,0.272727272727273,0,0.2,0.5,0.1,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.1,0.5,0.909090909090909,0,0.727272727272727,0,0.2,0.5,0.875,1
caesaropapist,0.375,1,0.1,0.5,0.272727272727273,0,0.2,0.5,0.1,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.1,0.5,0.909090909090909,0,0.727272727272727,0,0.2,0.5,0.454545454545455,0
caesaropopism,0.375,1,0.1,0.5,0.272727272727273,0,0.2,0.5,0.1,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.909090909090909,0,0.727272727272727,0,0.2,0.5,0.875,1
calamagrostis,0.375,1,0.1,0.5,0.9,0.5,0.1,0.5,0.875,1,0.1,0.5,0.5,0.5,0.363636363636364,0,0.818181818181818,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.2,0.5
calamariaceae,0.375,1,0.1,0.5,0.9,0.5,0.1,0.5,0.875,1,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.375,1,0.272727272727273,0,0.1,0.5,0.272727272727273,0
calamiferious,0.375,1,0.1,0.5,0.9,0.5,0.1,0.5,0.875,1,0.727272727272727,0,0.4,0.5,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5
calamodendron,0.375,1,0.1,0.5,0.9,0.5,0.1,0.5,0.875,1,0.818181818181818,0,0.3,0.5,0.272727272727273,0,0.75,1,0.3,0.5,0.363636363636364,0,0.818181818181818,0,0.75,1
calamospermae,0.375,1,0.1,0.5,0.9,0.5,0.1,0.5,0.875,1,0.818181818181818,0,0.2,0.5,0.909090909090909,0,0.272727272727273,0,0.363636363636364,0,0.875,1,0.1,0.5,0.272727272727273,0
calamostachys,0.375,1,0.1,0.5,0.9,0.5,0.1,0.5,0.875,1,0.818181818181818,0,0.2,0.5,0.454545454545455,0,0.1,0.5,0.375,1,0.6,0.5,0.545454545454545,0,0.2,0.5
calcariferous,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.4,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5
calcification,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.727272727272727,0,0.4,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
calciobiotite,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.727272727272727,0,0.818181818181818,0,0.625,1,0.727272727272727,0,0.818181818181818,0,0.454545454545455,0,0.727272727272727,0,0.454545454545455,0,0.272727272727273,0
calcioferrite,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.727272727272727,0,0.818181818181818,0,0.4,0.5,0.272727272727273,0,0.363636363636364,0,0.363636363636364,0,0.727272727272727,0,0.454545454545455,0,0.272727272727273,0
calciphylaxis,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.727272727272727,0,0.909090909090909,0,0.6,0.5,0.545454545454545,0,0.9,0.5,0.1,0.5,0.25,1,0.727272727272727,0,0.2,0.5
calcispongiae,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.727272727272727,0,0.2,0.5,0.909090909090909,0,0.818181818181818,0,0.75,1,0.5,0.5,0.727272727272727,0,0.1,0.5,0.272727272727273,0
calcitreation,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.727272727272727,0,0.454545454545455,0,0.363636363636364,0,0.272727272727273,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
calculability,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
calculatingly,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.75,1,0.5,0.5,0.9,0.5,0.545454545454545,0
calculational,0.375,1,0.1,0.5,0.9,0.5,0.375,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5
calefactories,0.375,1,0.1,0.5,0.9,0.5,0.272727272727273,0,0.4,0.5,0.1,0.5,0.375,1,0.454545454545455,0,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.272727272727273,0,0.2,0.5
calelectrical,0.375,1,0.1,0.5,0.9,0.5,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.375,1,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
calyceraceous,0.375,1,0.1,0.5,0.9,0.5,0.545454545454545,0,0.375,1,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.375,1,0.272727272727273,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5
calyciflorate,0.375,1,0.1,0.5,0.9,0.5,0.545454545454545,0,0.375,1,0.727272727272727,0,0.4,0.5,0.9,0.5,0.818181818181818,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.272727272727273,0
calyciflorous,0.375,1,0.1,0.5,0.9,0.5,0.545454545454545,0,0.375,1,0.727272727272727,0,0.4,0.5,0.9,0.5,0.818181818181818,0,0.363636363636364,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5
calyptranthes,0.375,1,0.1,0.5,0.9,0.5,0.545454545454545,0,0.909090909090909,0,0.454545454545455,0,0.363636363636364,0,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.2,0.5
calisthenical,0.375,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.75,1,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
callaesthetic,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.1,0.5,0.272727272727273,0,0.2,0.5,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.454545454545455,0,0.727272727272727,0,0.375,1
calligraphers,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.727272727272727,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.272727272727273,0,0.363636363636364,0,0.2,0.5
calligraphist,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.727272727272727,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
callionymidae,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.727272727272727,0,0.818181818181818,0,0.75,1,0.545454545454545,0,0.875,1,0.727272727272727,0,0.3,0.5,0.1,0.5,0.272727272727273,0
calliphoridae,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.727272727272727,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.3,0.5,0.1,0.5,0.272727272727273,0
callisthenics,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.75,1,0.727272727272727,0,0.375,1,0.2,0.5
callithumpian,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.6,0.5,0.636363636363636,0,0.875,1,0.909090909090909,0,0.727272727272727,0,0.1,0.5,0.75,1
callorhynchus,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.818181818181818,0,0.363636363636364,0,0.6,0.5,0.545454545454545,0,0.75,1,0.375,1,0.6,0.5,0.636363636363636,0,0.2,0.5
calorifacient,0.375,1,0.1,0.5,0.9,0.5,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.4,0.5,0.1,0.5,0.375,1,0.727272727272727,0,0.272727272727273,0,0.75,1,0.454545454545455,0
calorifically,0.375,1,0.1,0.5,0.9,0.5,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.4,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
calumniations,0.375,1,0.1,0.5,0.9,0.5,0.636363636363636,0,0.875,1,0.75,1,0.727272727272727,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.2,0.5
calvinistical,0.375,1,0.1,0.5,0.9,0.5,0.5,1,0.727272727272727,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
camaldolesian,0.375,1,0.1,0.5,0.875,1,0.1,0.5,0.9,0.5,0.3,0.5,0.818181818181818,0,0.9,0.5,0.272727272727273,0,0.2,0.5,0.727272727272727,0,0.1,0.5,0.75,1
cambiogenetic,0.375,1,0.1,0.5,0.875,1,0.625,1,0.727272727272727,0,0.818181818181818,0,0.5,0.5,0.272727272727273,0,0.75,1,0.272727272727273,0,0.454545454545455,0,0.727272727272727,0,0.375,1
cameralistics,0.375,1,0.1,0.5,0.875,1,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.2,0.5
campaniliform,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.1,0.5,0.75,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.4,0.5,0.818181818181818,0,0.363636363636364,0,0.875,1
campanologist,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.1,0.5,0.75,1,0.818181818181818,0,0.9,0.5,0.818181818181818,0,0.5,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
campanulaceae,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.1,0.5,0.75,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.375,1,0.272727272727273,0,0.1,0.5,0.272727272727273,0
campanulariae,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.1,0.5,0.75,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.272727272727273,0
campanularian,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.1,0.5,0.75,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.75,1
campephagidae,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.272727272727273,0,0.909090909090909,0,0.6,0.5,0.1,0.5,0.5,0.5,0.727272727272727,0,0.3,0.5,0.1,0.5,0.272727272727273,0
camphoraceous,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.363636363636364,0,0.1,0.5,0.375,1,0.272727272727273,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5
campyloneuron,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.545454545454545,0,0.9,0.5,0.818181818181818,0,0.75,1,0.272727272727273,0,0.636363636363636,0,0.363636363636364,0,0.818181818181818,0,0.75,1
campylotropal,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.545454545454545,0,0.9,0.5,0.818181818181818,0,0.454545454545455,0,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.1,0.5,0.9,0.5
campimetrical,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.727272727272727,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
campulitropal,0.375,1,0.1,0.5,0.875,1,0.909090909090909,0,0.636363636363636,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.1,0.5,0.9,0.5
canaliculated,0.375,1,0.1,0.5,0.75,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.375,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.3,0.5
canalizations,0.375,1,0.1,0.5,0.75,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.2,0.5
cancelability,0.375,1,0.1,0.5,0.75,1,0.375,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
cancellations,0.375,1,0.1,0.5,0.75,1,0.375,1,0.272727272727273,0,0.9,0.5,0.9,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.2,0.5
cancerization,0.375,1,0.1,0.5,0.75,1,0.375,1,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
cancerophobia,0.375,1,0.1,0.5,0.75,1,0.375,1,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.625,1,0.727272727272727,0,0.1,0.5
cancerousness,0.375,1,0.1,0.5,0.75,1,0.375,1,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
cancrophagous,0.375,1,0.1,0.5,0.75,1,0.375,1,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.1,0.5,0.5,0.5,0.818181818181818,0,0.636363636363636,0,0.2,0.5
candidateship,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.727272727272727,0,0.3,0.5,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.2,0.5,0.6,0.5,0.727272727272727,0,0.909090909090909,0
candleberries,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.9,0.5,0.272727272727273,0,0.625,1,0.272727272727273,0,0.363636363636364,0,0.363636363636364,0,0.727272727272727,0,0.272727272727273,0,0.2,0.5
candlelighted,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.9,0.5,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.5,0.5,0.6,0.5,0.454545454545455,0,0.272727272727273,0,0.3,0.5
candlelighter,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.9,0.5,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.5,0.5,0.6,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0
candlesnuffer,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.9,0.5,0.272727272727273,0,0.2,0.5,0.75,1,0.636363636363636,0,0.4,0.5,0.4,0.5,0.272727272727273,0,0.363636363636364,0
candlesticked,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.9,0.5,0.272727272727273,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.8,0.5,0.272727272727273,0,0.3,0.5
candlewasting,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.9,0.5,0.272727272727273,0,0.181818181818182,0,0.1,0.5,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.75,1,0.5,0.5
candlewicking,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.9,0.5,0.272727272727273,0,0.181818181818182,0,0.727272727272727,0,0.375,1,0.8,0.5,0.727272727272727,0,0.75,1,0.5,0.5
candolleaceae,0.375,1,0.1,0.5,0.75,1,0.3,0.5,0.818181818181818,0,0.9,0.5,0.9,0.5,0.272727272727273,0,0.1,0.5,0.375,1,0.272727272727273,0,0.1,0.5,0.272727272727273,0
cannabinaceae,0.375,1,0.1,0.5,0.75,1,0.75,1,0.1,0.5,0.625,1,0.727272727272727,0,0.75,1,0.1,0.5,0.375,1,0.272727272727273,0,0.1,0.5,0.272727272727273,0
cannibalistic,0.375,1,0.1,0.5,0.75,1,0.75,1,0.727272727272727,0,0.625,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1
