word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10
adays,0.1,0.5,0.3,0.5,0.1,0.5,0.545454545454545,0,0.2,0.5
adams,0.1,0.5,0.3,0.5,0.1,0.5,0.875,1,0.2,0.5
adapa,0.1,0.5,0.3,0.5,0.1,0.5,0.909090909090909,0,0.1,0.5
adapt,0.1,0.5,0.3,0.5,0.1,0.5,0.909090909090909,0,0.454545454545455,0
adati,0.1,0.5,0.3,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0
adaty,0.1,0.5,0.3,0.5,0.1,0.5,0.454545454545455,0,0.545454545454545,0
adawe,0.1,0.5,0.3,0.5,0.1,0.5,0.181818181818182,0,0.272727272727273,0
adawn,0.1,0.5,0.3,0.5,0.1,0.5,0.181818181818182,0,0.75,1
adcon,0.1,0.5,0.3,0.5,0.375,1,0.818181818181818,0,0.75,1
addax,0.1,0.5,0.3,0.5,0.3,0.5,0.1,0.5,0.25,1
addda,0.1,0.5,0.3,0.5,0.3,0.5,0.3,0.5,0.1,0.5
added,0.1,0.5,0.3,0.5,0.3,0.5,0.272727272727273,0,0.3,0.5
adder,0.1,0.5,0.3,0.5,0.3,0.5,0.272727272727273,0,0.363636363636364,0
addie,0.1,0.5,0.3,0.5,0.3,0.5,0.727272727272727,0,0.272727272727273,0
addio,0.1,0.5,0.3,0.5,0.3,0.5,0.727272727272727,0,0.818181818181818,0
addis,0.1,0.5,0.3,0.5,0.3,0.5,0.727272727272727,0,0.2,0.5
addle,0.1,0.5,0.3,0.5,0.3,0.5,0.9,0.5,0.272727272727273,0
addnl,0.1,0.5,0.3,0.5,0.3,0.5,0.75,1,0.9,0.5
adead,0.1,0.5,0.3,0.5,0.272727272727273,0,0.1,0.5,0.3,0.5
adeem,0.1,0.5,0.3,0.5,0.272727272727273,0,0.272727272727273,0,0.875,1
adeep,0.1,0.5,0.3,0.5,0.272727272727273,0,0.272727272727273,0,0.909090909090909,0
adela,0.1,0.5,0.3,0.5,0.272727272727273,0,0.9,0.5,0.1,0.5
adeps,0.1,0.5,0.3,0.5,0.272727272727273,0,0.909090909090909,0,0.2,0.5
adept,0.1,0.5,0.3,0.5,0.272727272727273,0,0.909090909090909,0,0.454545454545455,0
adfix,0.1,0.5,0.3,0.5,0.4,0.5,0.727272727272727,0,0.25,1
adiel,0.1,0.5,0.3,0.5,0.727272727272727,0,0.272727272727273,0,0.9,0.5
adieu,0.1,0.5,0.3,0.5,0.727272727272727,0,0.272727272727273,0,0.636363636363636,0
adion,0.1,0.5,0.3,0.5,0.727272727272727,0,0.818181818181818,0,0.75,1
adios,0.1,0.5,0.3,0.5,0.727272727272727,0,0.818181818181818,0,0.2,0.5
adyta,0.1,0.5,0.3,0.5,0.545454545454545,0,0.454545454545455,0,0.1,0.5
adits,0.1,0.5,0.3,0.5,0.727272727272727,0,0.454545454545455,0,0.2,0.5
adjag,0.1,0.5,0.3,0.5,0.7,0.5,0.1,0.5,0.5,0.5
adlai,0.1,0.5,0.3,0.5,0.9,0.5,0.1,0.5,0.727272727272727,0
adlay,0.1,0.5,0.3,0.5,0.9,0.5,0.1,0.5,0.545454545454545,0
adlet,0.1,0.5,0.3,0.5,0.9,0.5,0.272727272727273,0,0.454545454545455,0
adman,0.1,0.5,0.3,0.5,0.875,1,0.1,0.5,0.75,1
admen,0.1,0.5,0.3,0.5,0.875,1,0.272727272727273,0,0.75,1
admin,0.1,0.5,0.3,0.5,0.875,1,0.727272727272727,0,0.75,1
admit,0.1,0.5,0.3,0.5,0.875,1,0.727272727272727,0,0.454545454545455,0
admix,0.1,0.5,0.3,0.5,0.875,1,0.727272727272727,0,0.25,1
admov,0.1,0.5,0.3,0.5,0.875,1,0.818181818181818,0,0.5,1
admrx,0.1,0.5,0.3,0.5,0.875,1,0.363636363636364,0,0.25,1
adnex,0.1,0.5,0.3,0.5,0.75,1,0.272727272727273,0,0.25,1
adobe,0.1,0.5,0.3,0.5,0.818181818181818,0,0.625,1,0.272727272727273,0
adobo,0.1,0.5,0.3,0.5,0.818181818181818,0,0.625,1,0.818181818181818,0
adolf,0.1,0.5,0.3,0.5,0.818181818181818,0,0.9,0.5,0.4,0.5
adopt,0.1,0.5,0.3,0.5,0.818181818181818,0,0.909090909090909,0,0.454545454545455,0
adore,0.1,0.5,0.3,0.5,0.818181818181818,0,0.363636363636364,0,0.272727272727273,0
adorn,0.1,0.5,0.3,0.5,0.818181818181818,0,0.363636363636364,0,0.75,1
adown,0.1,0.5,0.3,0.5,0.818181818181818,0,0.181818181818182,0,0.75,1
adoxa,0.1,0.5,0.3,0.5,0.818181818181818,0,0.25,1,0.1,0.5
adoxy,0.1,0.5,0.3,0.5,0.818181818181818,0,0.25,1,0.545454545454545,0
adoze,0.1,0.5,0.3,0.5,0.818181818181818,0,0.125,1,0.272727272727273,0
adpao,0.1,0.5,0.3,0.5,0.909090909090909,0,0.1,0.5,0.818181818181818,0
adrad,0.1,0.5,0.3,0.5,0.363636363636364,0,0.1,0.5,0.3,0.5
adret,0.1,0.5,0.3,0.5,0.363636363636364,0,0.272727272727273,0,0.454545454545455,0
adrip,0.1,0.5,0.3,0.5,0.363636363636364,0,0.727272727272727,0,0.909090909090909,0
adrop,0.1,0.5,0.3,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0
adrue,0.1,0.5,0.3,0.5,0.363636363636364,0,0.636363636363636,0,0.272727272727273,0
adsum,0.1,0.5,0.3,0.5,0.2,0.5,0.636363636363636,0,0.875,1
adult,0.1,0.5,0.3,0.5,0.636363636363636,0,0.9,0.5,0.454545454545455,0
adunc,0.1,0.5,0.3,0.5,0.636363636363636,0,0.75,1,0.375,1
adure,0.1,0.5,0.3,0.5,0.636363636363636,0,0.363636363636364,0,0.272727272727273,0
adusk,0.1,0.5,0.3,0.5,0.636363636363636,0,0.2,0.5,0.8,0.5
adust,0.1,0.5,0.3,0.5,0.636363636363636,0,0.2,0.5,0.454545454545455,0
adzer,0.1,0.5,0.3,0.5,0.125,1,0.272727272727273,0,0.363636363636364,0
adzes,0.1,0.5,0.3,0.5,0.125,1,0.272727272727273,0,0.2,0.5
aecia,0.1,0.5,0.272727272727273,0,0.375,1,0.727272727272727,0,0.1,0.5
aedes,0.1,0.5,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.2,0.5
aeger,0.1,0.5,0.272727272727273,0,0.5,0.5,0.272727272727273,0,0.363636363636364,0
aegir,0.1,0.5,0.272727272727273,0,0.5,0.5,0.727272727272727,0,0.363636363636364,0
aegis,0.1,0.5,0.272727272727273,0,0.5,0.5,0.727272727272727,0,0.2,0.5
aegle,0.1,0.5,0.272727272727273,0,0.5,0.5,0.9,0.5,0.272727272727273,0
aeons,0.1,0.5,0.272727272727273,0,0.818181818181818,0,0.75,1,0.2,0.5
aequi,0.1,0.5,0.272727272727273,0,0.0909090909090909,0,0.636363636363636,0,0.727272727272727,0
aeric,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.375,1
aerie,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.272727272727273,0
aeron,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.75,1
aesir,0.1,0.5,0.272727272727273,0,0.2,0.5,0.727272727272727,0,0.363636363636364,0
aesop,0.1,0.5,0.272727272727273,0,0.2,0.5,0.818181818181818,0,0.909090909090909,0
aetat,0.1,0.5,0.272727272727273,0,0.454545454545455,0,0.1,0.5,0.454545454545455,0
aevia,0.1,0.5,0.272727272727273,0,0.5,1,0.727272727272727,0,0.1,0.5
aevum,0.1,0.5,0.272727272727273,0,0.5,1,0.636363636363636,0,0.875,1
aface,0.1,0.5,0.4,0.5,0.1,0.5,0.375,1,0.272727272727273,0
afara,0.1,0.5,0.4,0.5,0.1,0.5,0.363636363636364,0,0.1,0.5
afars,0.1,0.5,0.4,0.5,0.1,0.5,0.363636363636364,0,0.2,0.5
afear,0.1,0.5,0.4,0.5,0.272727272727273,0,0.1,0.5,0.363636363636364,0
affix,0.1,0.5,0.4,0.5,0.4,0.5,0.727272727272727,0,0.25,1
afgod,0.1,0.5,0.4,0.5,0.5,0.5,0.818181818181818,0,0.3,0.5
afifi,0.1,0.5,0.4,0.5,0.727272727272727,0,0.4,0.5,0.727272727272727,0
afire,0.1,0.5,0.4,0.5,0.727272727272727,0,0.363636363636364,0,0.272727272727273,0
aflat,0.1,0.5,0.4,0.5,0.9,0.5,0.1,0.5,0.454545454545455,0
afley,0.1,0.5,0.4,0.5,0.9,0.5,0.272727272727273,0,0.545454545454545,0
aflow,0.1,0.5,0.4,0.5,0.9,0.5,0.818181818181818,0,0.181818181818182,0
afoam,0.1,0.5,0.4,0.5,0.818181818181818,0,0.1,0.5,0.875,1
afoot,0.1,0.5,0.4,0.5,0.818181818181818,0,0.818181818181818,0,0.454545454545455,0
afore,0.1,0.5,0.4,0.5,0.818181818181818,0,0.363636363636364,0,0.272727272727273,0
afoul,0.1,0.5,0.4,0.5,0.818181818181818,0,0.636363636363636,0,0.9,0.5
afray,0.1,0.5,0.4,0.5,0.363636363636364,0,0.1,0.5,0.545454545454545,0
afret,0.1,0.5,0.4,0.5,0.363636363636364,0,0.272727272727273,0,0.454545454545455,0
afric,0.1,0.5,0.4,0.5,0.363636363636364,0,0.727272727272727,0,0.375,1
afrit,0.1,0.5,0.4,0.5,0.363636363636364,0,0.727272727272727,0,0.454545454545455,0
afros,0.1,0.5,0.4,0.5,0.363636363636364,0,0.818181818181818,0,0.2,0.5
after,0.1,0.5,0.4,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0
agada,0.1,0.5,0.5,0.5,0.1,0.5,0.3,0.5,0.1,0.5
agade,0.1,0.5,0.5,0.5,0.1,0.5,0.3,0.5,0.272727272727273,0
again,0.1,0.5,0.5,0.5,0.1,0.5,0.727272727272727,0,0.75,1
agama,0.1,0.5,0.5,0.5,0.1,0.5,0.875,1,0.1,0.5
agami,0.1,0.5,0.5,0.5,0.1,0.5,0.875,1,0.727272727272727,0
agamy,0.1,0.5,0.5,0.5,0.1,0.5,0.875,1,0.545454545454545,0
agape,0.1,0.5,0.5,0.5,0.1,0.5,0.909090909090909,0,0.272727272727273,0
agars,0.1,0.5,0.5,0.5,0.1,0.5,0.363636363636364,0,0.2,0.5
agasp,0.1,0.5,0.5,0.5,0.1,0.5,0.2,0.5,0.909090909090909,0
agast,0.1,0.5,0.5,0.5,0.1,0.5,0.2,0.5,0.454545454545455,0
agata,0.1,0.5,0.5,0.5,0.1,0.5,0.454545454545455,0,0.1,0.5
agate,0.1,0.5,0.5,0.5,0.1,0.5,0.454545454545455,0,0.272727272727273,0
agaty,0.1,0.5,0.5,0.5,0.1,0.5,0.454545454545455,0,0.545454545454545,0
agave,0.1,0.5,0.5,0.5,0.1,0.5,0.5,1,0.272727272727273,0
agaze,0.1,0.5,0.5,0.5,0.1,0.5,0.125,1,0.272727272727273,0
agena,0.1,0.5,0.5,0.5,0.272727272727273,0,0.75,1,0.1,0.5
agend,0.1,0.5,0.5,0.5,0.272727272727273,0,0.75,1,0.3,0.5
agene,0.1,0.5,0.5,0.5,0.272727272727273,0,0.75,1,0.272727272727273,0
agent,0.1,0.5,0.5,0.5,0.272727272727273,0,0.75,1,0.454545454545455,0
agers,0.1,0.5,0.5,0.5,0.272727272727273,0,0.363636363636364,0,0.2,0.5
agete,0.1,0.5,0.5,0.5,0.272727272727273,0,0.454545454545455,0,0.272727272727273,0
agger,0.1,0.5,0.5,0.5,0.5,0.5,0.272727272727273,0,0.363636363636364,0
aggie,0.1,0.5,0.5,0.5,0.5,0.5,0.727272727272727,0,0.272727272727273,0
aggry,0.1,0.5,0.5,0.5,0.5,0.5,0.363636363636364,0,0.545454545454545,0
aggro,0.1,0.5,0.5,0.5,0.5,0.5,0.363636363636364,0,0.818181818181818,0
aggur,0.1,0.5,0.5,0.5,0.5,0.5,0.636363636363636,0,0.363636363636364,0
aghan,0.1,0.5,0.5,0.5,0.6,0.5,0.1,0.5,0.75,1
aghas,0.1,0.5,0.5,0.5,0.6,0.5,0.1,0.5,0.2,0.5
agiel,0.1,0.5,0.5,0.5,0.727272727272727,0,0.272727272727273,0,0.9,0.5
agile,0.1,0.5,0.5,0.5,0.727272727272727,0,0.9,0.5,0.272727272727273,0
aging,0.1,0.5,0.5,0.5,0.727272727272727,0,0.75,1,0.5,0.5
agios,0.1,0.5,0.5,0.5,0.727272727272727,0,0.818181818181818,0,0.2,0.5
agism,0.1,0.5,0.5,0.5,0.727272727272727,0,0.2,0.5,0.875,1
agist,0.1,0.5,0.5,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
aglee,0.1,0.5,0.5,0.5,0.9,0.5,0.272727272727273,0,0.272727272727273,0
agley,0.1,0.5,0.5,0.5,0.9,0.5,0.272727272727273,0,0.545454545454545,0
aglet,0.1,0.5,0.5,0.5,0.9,0.5,0.272727272727273,0,0.454545454545455,0
aglow,0.1,0.5,0.5,0.5,0.9,0.5,0.818181818181818,0,0.181818181818182,0
agmas,0.1,0.5,0.5,0.5,0.875,1,0.1,0.5,0.2,0.5
agnat,0.1,0.5,0.5,0.5,0.75,1,0.1,0.5,0.454545454545455,0
agnel,0.1,0.5,0.5,0.5,0.75,1,0.272727272727273,0,0.9,0.5
agnes,0.1,0.5,0.5,0.5,0.75,1,0.272727272727273,0,0.2,0.5
agnus,0.1,0.5,0.5,0.5,0.75,1,0.636363636363636,0,0.2,0.5
agoge,0.1,0.5,0.5,0.5,0.818181818181818,0,0.5,0.5,0.272727272727273,0
agoho,0.1,0.5,0.5,0.5,0.818181818181818,0,0.6,0.5,0.818181818181818,0
agone,0.1,0.5,0.5,0.5,0.818181818181818,0,0.75,1,0.272727272727273,0
agony,0.1,0.5,0.5,0.5,0.818181818181818,0,0.75,1,0.545454545454545,0
agons,0.1,0.5,0.5,0.5,0.818181818181818,0,0.75,1,0.2,0.5
agora,0.1,0.5,0.5,0.5,0.818181818181818,0,0.363636363636364,0,0.1,0.5
