word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26,mat_27,mat_28
acidosteophyte,0.1,0.5,0.375,1,0.727272727272727,0,0.3,0.5,0.818181818181818,0,0.2,0.5,0.454545454545455,0,0.272727272727273,0,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.545454545454545,0,0.454545454545455,0,0.272727272727273,0
acyloxymethane,0.1,0.5,0.375,1,0.545454545454545,0,0.9,0.5,0.818181818181818,0,0.25,1,0.545454545454545,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.6,0.5,0.1,0.5,0.75,1,0.272727272727273,0
acinacifoliate,0.1,0.5,0.375,1,0.727272727272727,0,0.75,1,0.1,0.5,0.375,1,0.727272727272727,0,0.4,0.5,0.818181818181818,0,0.9,0.5,0.727272727272727,0,0.1,0.5,0.454545454545455,0,0.272727272727273,0
acinacifolious,0.1,0.5,0.375,1,0.727272727272727,0,0.75,1,0.1,0.5,0.375,1,0.727272727272727,0,0.4,0.5,0.818181818181818,0,0.9,0.5,0.727272727272727,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5
acipenseroidei,0.1,0.5,0.375,1,0.727272727272727,0,0.909090909090909,0,0.272727272727273,0,0.75,1,0.2,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.727272727272727,0
acknowledgedly,0.1,0.5,0.375,1,0.8,0.5,0.75,1,0.818181818181818,0,0.181818181818182,0,0.9,0.5,0.272727272727273,0,0.3,0.5,0.5,0.5,0.272727272727273,0,0.3,0.5,0.9,0.5,0.545454545454545,0
acknowledgment,0.1,0.5,0.375,1,0.8,0.5,0.75,1,0.818181818181818,0,0.181818181818182,0,0.9,0.5,0.272727272727273,0,0.3,0.5,0.5,0.5,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0
acleistocardia,0.1,0.5,0.375,1,0.9,0.5,0.272727272727273,0,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.818181818181818,0,0.375,1,0.1,0.5,0.363636363636364,0,0.3,0.5,0.727272727272727,0,0.1,0.5
acoenaesthesia,0.1,0.5,0.375,1,0.818181818181818,0,0.272727272727273,0,0.75,1,0.1,0.5,0.272727272727273,0,0.2,0.5,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.2,0.5,0.727272727272727,0,0.1,0.5
acquaintedness,0.1,0.5,0.375,1,0.0909090909090909,0,0.636363636363636,0,0.1,0.5,0.727272727272727,0,0.75,1,0.454545454545455,0,0.272727272727273,0,0.3,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
acritochromacy,0.1,0.5,0.375,1,0.363636363636364,0,0.727272727272727,0,0.454545454545455,0,0.818181818181818,0,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.375,1,0.545454545454545,0
acroanesthesia,0.1,0.5,0.375,1,0.363636363636364,0,0.818181818181818,0,0.1,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.2,0.5,0.727272727272727,0,0.1,0.5
acrodermatitis,0.1,0.5,0.375,1,0.363636363636364,0,0.818181818181818,0,0.3,0.5,0.272727272727273,0,0.363636363636364,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.2,0.5
acromiodeltoid,0.1,0.5,0.375,1,0.363636363636364,0,0.818181818181818,0,0.875,1,0.727272727272727,0,0.818181818181818,0,0.3,0.5,0.272727272727273,0,0.9,0.5,0.454545454545455,0,0.818181818181818,0,0.727272727272727,0,0.3,0.5
acromiohumeral,0.1,0.5,0.375,1,0.363636363636364,0,0.818181818181818,0,0.875,1,0.727272727272727,0,0.818181818181818,0,0.6,0.5,0.636363636363636,0,0.875,1,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.9,0.5
acromiosternal,0.1,0.5,0.375,1,0.363636363636364,0,0.818181818181818,0,0.875,1,0.727272727272727,0,0.818181818181818,0,0.2,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.75,1,0.1,0.5,0.9,0.5
acrophonically,0.1,0.5,0.375,1,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.75,1,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
acroscleriasis,0.1,0.5,0.375,1,0.363636363636364,0,0.818181818181818,0,0.2,0.5,0.375,1,0.9,0.5,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.1,0.5,0.2,0.5,0.727272727272727,0,0.2,0.5
actiniohematin,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.727272727272727,0,0.818181818181818,0,0.6,0.5,0.272727272727273,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.75,1
actinobaccilli,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.625,1,0.1,0.5,0.375,1,0.375,1,0.727272727272727,0,0.9,0.5,0.9,0.5,0.727272727272727,0
actinobacillus,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.625,1,0.1,0.5,0.375,1,0.727272727272727,0,0.9,0.5,0.9,0.5,0.636363636363636,0,0.2,0.5
actinobranchia,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.625,1,0.363636363636364,0,0.1,0.5,0.75,1,0.375,1,0.6,0.5,0.727272727272727,0,0.1,0.5
actinochemical,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.375,1,0.6,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
actinocrinidae,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.375,1,0.363636363636364,0,0.727272727272727,0,0.75,1,0.727272727272727,0,0.3,0.5,0.1,0.5,0.272727272727273,0
actinoelectric,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.375,1,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1
actinometrical,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
actinomycesous,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.875,1,0.545454545454545,0,0.375,1,0.272727272727273,0,0.2,0.5,0.818181818181818,0,0.636363636363636,0,0.2,0.5
actinomycestal,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.875,1,0.545454545454545,0,0.375,1,0.272727272727273,0,0.2,0.5,0.454545454545455,0,0.1,0.5,0.9,0.5
actinomycetous,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.875,1,0.545454545454545,0,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.636363636363636,0,0.2,0.5
actinomorphous,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.636363636363636,0,0.2,0.5
actinoneuritis,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.75,1,0.272727272727273,0,0.636363636363636,0,0.363636363636364,0,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.2,0.5
actinopterygii,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.909090909090909,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.545454545454545,0,0.5,0.5,0.727272727272727,0,0.727272727272727,0
actinotrichium,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.6,0.5,0.727272727272727,0,0.636363636363636,0,0.875,1
acupunctuation,0.1,0.5,0.375,1,0.636363636363636,0,0.909090909090909,0,0.636363636363636,0,0.75,1,0.375,1,0.454545454545455,0,0.636363636363636,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acupuncturator,0.1,0.5,0.375,1,0.636363636363636,0,0.909090909090909,0,0.636363636363636,0,0.75,1,0.375,1,0.454545454545455,0,0.636363636363636,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.818181818181818,0,0.363636363636364,0
acupuncturists,0.1,0.5,0.375,1,0.636363636363636,0,0.909090909090909,0,0.636363636363636,0,0.75,1,0.375,1,0.454545454545455,0,0.636363636363636,0,0.363636363636364,0,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.2,0.5
adaptationally,0.1,0.5,0.3,0.5,0.1,0.5,0.909090909090909,0,0.454545454545455,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
adarticulation,0.1,0.5,0.3,0.5,0.1,0.5,0.363636363636364,0,0.454545454545455,0,0.727272727272727,0,0.375,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
addlepatedness,0.1,0.5,0.3,0.5,0.3,0.5,0.9,0.5,0.272727272727273,0,0.909090909090909,0,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.3,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
addressability,0.1,0.5,0.3,0.5,0.3,0.5,0.363636363636364,0,0.272727272727273,0,0.2,0.5,0.2,0.5,0.1,0.5,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
adenemphractic,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.272727272727273,0,0.875,1,0.909090909090909,0,0.6,0.5,0.363636363636364,0,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.375,1
adenoacanthoma,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.1,0.5,0.375,1,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.818181818181818,0,0.875,1,0.1,0.5
adenocarcinoma,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.375,1,0.1,0.5,0.363636363636364,0,0.375,1,0.727272727272727,0,0.75,1,0.818181818181818,0,0.875,1,0.1,0.5
adenochondroma,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.375,1,0.6,0.5,0.818181818181818,0,0.75,1,0.3,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5
adenodiastasis,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.3,0.5,0.727272727272727,0,0.1,0.5,0.2,0.5,0.454545454545455,0,0.1,0.5,0.2,0.5,0.727272727272727,0,0.2,0.5
adenographical,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
adenologaditis,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.9,0.5,0.818181818181818,0,0.5,0.5,0.1,0.5,0.3,0.5,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.2,0.5
adenomeningeal,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.875,1,0.272727272727273,0,0.75,1,0.727272727272727,0,0.75,1,0.5,0.5,0.272727272727273,0,0.1,0.5,0.9,0.5
adenophthalmia,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.454545454545455,0,0.6,0.5,0.1,0.5,0.9,0.5,0.875,1,0.727272727272727,0,0.1,0.5
adenosarcomata,0.1,0.5,0.3,0.5,0.272727272727273,0,0.75,1,0.818181818181818,0,0.2,0.5,0.1,0.5,0.363636363636364,0,0.375,1,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.1,0.5
