word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26,mat_27,mat_28,mat_29,mat_30
aerenterectasia,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.272727272727273,0,0.75,1,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.272727272727273,0,0.375,1,0.454545454545455,0,0.1,0.5,0.2,0.5,0.727272727272727,0,0.1,0.5
aerocartography,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.375,1,0.1,0.5,0.363636363636364,0,0.454545454545455,0,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.545454545454545,0
aerodermectasia,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.3,0.5,0.272727272727273,0,0.363636363636364,0,0.875,1,0.272727272727273,0,0.375,1,0.454545454545455,0,0.1,0.5,0.2,0.5,0.727272727272727,0,0.1,0.5
aerodynamically,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.3,0.5,0.545454545454545,0,0.75,1,0.1,0.5,0.875,1,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
aerophilatelist,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
aerophotography,0.1,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.818181818181818,0,0.454545454545455,0,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.545454545454545,0
aetiotropically,0.1,0.5,0.272727272727273,0,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.454545454545455,0,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
affirmativeness,0.1,0.5,0.4,0.5,0.4,0.5,0.727272727272727,0,0.363636363636364,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
afforestational,0.1,0.5,0.4,0.5,0.4,0.5,0.818181818181818,0,0.363636363636364,0,0.272727272727273,0,0.2,0.5,0.454545454545455,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5
affranchisement,0.1,0.5,0.4,0.5,0.4,0.5,0.363636363636364,0,0.1,0.5,0.75,1,0.375,1,0.6,0.5,0.727272727272727,0,0.2,0.5,0.272727272727273,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0
affusedaffusing,0.1,0.5,0.4,0.5,0.4,0.5,0.636363636363636,0,0.2,0.5,0.272727272727273,0,0.3,0.5,0.1,0.5,0.4,0.5,0.4,0.5,0.636363636363636,0,0.2,0.5,0.727272727272727,0,0.75,1,0.5,0.5
afibrinogenemia,0.1,0.5,0.4,0.5,0.727272727272727,0,0.625,1,0.363636363636364,0,0.727272727272727,0,0.75,1,0.818181818181818,0,0.5,0.5,0.272727272727273,0,0.75,1,0.272727272727273,0,0.875,1,0.727272727272727,0,0.1,0.5
afterimpression,0.1,0.5,0.4,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.875,1,0.909090909090909,0,0.363636363636364,0,0.272727272727273,0,0.2,0.5,0.2,0.5,0.727272727272727,0,0.818181818181818,0,0.75,1
agelacrinitidae,0.1,0.5,0.5,0.5,0.272727272727273,0,0.9,0.5,0.1,0.5,0.375,1,0.363636363636364,0,0.727272727272727,0,0.75,1,0.727272727272727,0,0.454545454545455,0,0.727272727272727,0,0.3,0.5,0.1,0.5,0.272727272727273,0
agglutinability,0.1,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.636363636363636,0,0.454545454545455,0,0.727272727272727,0,0.75,1,0.1,0.5,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
agglutinatively,0.1,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.636363636363636,0,0.454545454545455,0,0.727272727272727,0,0.75,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0,0.9,0.5,0.545454545454545,0
aggrandizements,0.1,0.5,0.5,0.5,0.5,0.5,0.363636363636364,0,0.1,0.5,0.75,1,0.3,0.5,0.727272727272727,0,0.125,1,0.272727272727273,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.2,0.5
agranulocytosis,0.1,0.5,0.5,0.5,0.363636363636364,0,0.1,0.5,0.75,1,0.636363636363636,0,0.9,0.5,0.818181818181818,0,0.375,1,0.545454545454545,0,0.454545454545455,0,0.818181818181818,0,0.2,0.5,0.727272727272727,0,0.2,0.5
agranuloplastic,0.1,0.5,0.5,0.5,0.363636363636364,0,0.1,0.5,0.75,1,0.636363636363636,0,0.9,0.5,0.818181818181818,0,0.909090909090909,0,0.9,0.5,0.1,0.5,0.2,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1
agriculturalist,0.1,0.5,0.5,0.5,0.363636363636364,0,0.727272727272727,0,0.375,1,0.636363636363636,0,0.9,0.5,0.454545454545455,0,0.636363636363636,0,0.363636363636364,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
agrostographies,0.1,0.5,0.5,0.5,0.363636363636364,0,0.818181818181818,0,0.2,0.5,0.454545454545455,0,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.272727272727273,0,0.2,0.5
aigialosauridae,0.1,0.5,0.727272727272727,0,0.5,0.5,0.727272727272727,0,0.1,0.5,0.9,0.5,0.818181818181818,0,0.2,0.5,0.1,0.5,0.636363636363636,0,0.363636363636364,0,0.727272727272727,0,0.3,0.5,0.1,0.5,0.272727272727273,0
alectoromorphae,0.1,0.5,0.9,0.5,0.272727272727273,0,0.375,1,0.454545454545455,0,0.818181818181818,0,0.363636363636364,0,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.1,0.5,0.272727272727273,0
algorithmically,0.1,0.5,0.9,0.5,0.5,0.5,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.454545454545455,0,0.6,0.5,0.875,1,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5,0.545454545454545,0
alimentotherapy,0.1,0.5,0.9,0.5,0.727272727272727,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.818181818181818,0,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.545454545454545,0
allagostemonous,0.1,0.5,0.9,0.5,0.9,0.5,0.1,0.5,0.5,0.5,0.818181818181818,0,0.2,0.5,0.454545454545455,0,0.272727272727273,0,0.875,1,0.818181818181818,0,0.75,1,0.818181818181818,0,0.636363636363636,0,0.2,0.5
allegoricalness,0.1,0.5,0.9,0.5,0.9,0.5,0.272727272727273,0,0.5,0.5,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
allelocatalytic,0.1,0.5,0.9,0.5,0.9,0.5,0.272727272727273,0,0.9,0.5,0.818181818181818,0,0.375,1,0.1,0.5,0.454545454545455,0,0.1,0.5,0.9,0.5,0.545454545454545,0,0.454545454545455,0,0.727272727272727,0,0.375,1
