word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12
beadle,0.625,1,0.272727272727273,0,0.1,0.5,0.3,0.5,0.9,0.5,0.272727272727273,0
beagle,0.625,1,0.272727272727273,0,0.1,0.5,0.5,0.5,0.9,0.5,0.272727272727273,0
beaked,0.625,1,0.272727272727273,0,0.1,0.5,0.8,0.5,0.272727272727273,0,0.3,0.5
beaker,0.625,1,0.272727272727273,0,0.1,0.5,0.8,0.5,0.272727272727273,0,0.363636363636364,0
beamed,0.625,1,0.272727272727273,0,0.1,0.5,0.875,1,0.272727272727273,0,0.3,0.5
beamer,0.625,1,0.272727272727273,0,0.1,0.5,0.875,1,0.272727272727273,0,0.363636363636364,0
beaned,0.625,1,0.272727272727273,0,0.1,0.5,0.75,1,0.272727272727273,0,0.3,0.5
beaner,0.625,1,0.272727272727273,0,0.1,0.5,0.75,1,0.272727272727273,0,0.363636363636364,0
beanie,0.625,1,0.272727272727273,0,0.1,0.5,0.75,1,0.727272727272727,0,0.272727272727273,0
beanos,0.625,1,0.272727272727273,0,0.1,0.5,0.75,1,0.818181818181818,0,0.2,0.5
beardy,0.625,1,0.272727272727273,0,0.1,0.5,0.363636363636364,0,0.3,0.5,0.545454545454545,0
beards,0.625,1,0.272727272727273,0,0.1,0.5,0.363636363636364,0,0.3,0.5,0.2,0.5
beared,0.625,1,0.272727272727273,0,0.1,0.5,0.363636363636364,0,0.272727272727273,0,0.3,0.5
bearer,0.625,1,0.272727272727273,0,0.1,0.5,0.363636363636364,0,0.272727272727273,0,0.363636363636364,0
beasts,0.625,1,0.272727272727273,0,0.1,0.5,0.2,0.5,0.454545454545455,0,0.2,0.5
beatae,0.625,1,0.272727272727273,0,0.1,0.5,0.454545454545455,0,0.1,0.5,0.272727272727273,0
beatas,0.625,1,0.272727272727273,0,0.1,0.5,0.454545454545455,0,0.1,0.5,0.2,0.5
beatee,0.625,1,0.272727272727273,0,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.272727272727273,0
beaten,0.625,1,0.272727272727273,0,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.75,1
beater,0.625,1,0.272727272727273,0,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0
beatus,0.625,1,0.272727272727273,0,0.1,0.5,0.454545454545455,0,0.636363636363636,0,0.2,0.5
beaued,0.625,1,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.272727272727273,0,0.3,0.5
beaume,0.625,1,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.875,1,0.272727272727273,0
beaune,0.625,1,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.75,1,0.272727272727273,0
beauti,0.625,1,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.454545454545455,0,0.727272727272727,0
beauty,0.625,1,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.454545454545455,0,0.545454545454545,0
beauts,0.625,1,0.272727272727273,0,0.1,0.5,0.636363636363636,0,0.454545454545455,0,0.2,0.5
beaver,0.625,1,0.272727272727273,0,0.1,0.5,0.5,1,0.272727272727273,0,0.363636363636364,0
beback,0.625,1,0.272727272727273,0,0.625,1,0.1,0.5,0.375,1,0.8,0.5
bebait,0.625,1,0.272727272727273,0,0.625,1,0.1,0.5,0.727272727272727,0,0.454545454545455,0
bebang,0.625,1,0.272727272727273,0,0.625,1,0.1,0.5,0.75,1,0.5,0.5
bebite,0.625,1,0.272727272727273,0,0.625,1,0.727272727272727,0,0.454545454545455,0,0.272727272727273,0
bebled,0.625,1,0.272727272727273,0,0.625,1,0.9,0.5,0.272727272727273,0,0.3,0.5
beblot,0.625,1,0.272727272727273,0,0.625,1,0.9,0.5,0.818181818181818,0,0.454545454545455,0
bebops,0.625,1,0.272727272727273,0,0.625,1,0.818181818181818,0,0.909090909090909,0,0.2,0.5
beboss,0.625,1,0.272727272727273,0,0.625,1,0.818181818181818,0,0.2,0.5,0.2,0.5
bebump,0.625,1,0.272727272727273,0,0.625,1,0.636363636363636,0,0.875,1,0.909090909090909,0
bebusy,0.625,1,0.272727272727273,0,0.625,1,0.636363636363636,0,0.2,0.5,0.545454545454545,0
becall,0.625,1,0.272727272727273,0,0.375,1,0.1,0.5,0.9,0.5,0.9,0.5
becalm,0.625,1,0.272727272727273,0,0.375,1,0.1,0.5,0.9,0.5,0.875,1
became,0.625,1,0.272727272727273,0,0.375,1,0.1,0.5,0.875,1,0.272727272727273,0
becaps,0.625,1,0.272727272727273,0,0.375,1,0.1,0.5,0.909090909090909,0,0.2,0.5
becard,0.625,1,0.272727272727273,0,0.375,1,0.1,0.5,0.363636363636364,0,0.3,0.5
becchi,0.625,1,0.272727272727273,0,0.375,1,0.375,1,0.6,0.5,0.727272727272727,0
becher,0.625,1,0.272727272727273,0,0.375,1,0.6,0.5,0.272727272727273,0,0.363636363636364,0
bechic,0.625,1,0.272727272727273,0,0.375,1,0.6,0.5,0.727272727272727,0,0.375,1
becked,0.625,1,0.272727272727273,0,0.375,1,0.8,0.5,0.272727272727273,0,0.3,0.5
becker,0.625,1,0.272727272727273,0,0.375,1,0.8,0.5,0.272727272727273,0,0.363636363636364,0
becket,0.625,1,0.272727272727273,0,0.375,1,0.8,0.5,0.272727272727273,0,0.454545454545455,0
beckie,0.625,1,0.272727272727273,0,0.375,1,0.8,0.5,0.727272727272727,0,0.272727272727273,0
beckon,0.625,1,0.272727272727273,0,0.375,1,0.8,0.5,0.818181818181818,0,0.75,1
beclad,0.625,1,0.272727272727273,0,0.375,1,0.9,0.5,0.1,0.5,0.3,0.5
beclap,0.625,1,0.272727272727273,0,0.375,1,0.9,0.5,0.1,0.5,0.909090909090909,0
beclaw,0.625,1,0.272727272727273,0,0.375,1,0.9,0.5,0.1,0.5,0.181818181818182,0
beclip,0.625,1,0.272727272727273,0,0.375,1,0.9,0.5,0.727272727272727,0,0.909090909090909,0
beclog,0.625,1,0.272727272727273,0,0.375,1,0.9,0.5,0.818181818181818,0,0.5,0.5
become,0.625,1,0.272727272727273,0,0.375,1,0.818181818181818,0,0.875,1,0.272727272727273,0
becoom,0.625,1,0.272727272727273,0,0.375,1,0.818181818181818,0,0.818181818181818,0,0.875,1
becost,0.625,1,0.272727272727273,0,0.375,1,0.818181818181818,0,0.2,0.5,0.454545454545455,0
becram,0.625,1,0.272727272727273,0,0.375,1,0.363636363636364,0,0.1,0.5,0.875,1
becuna,0.625,1,0.272727272727273,0,0.375,1,0.636363636363636,0,0.75,1,0.1,0.5
becurl,0.625,1,0.272727272727273,0,0.375,1,0.636363636363636,0,0.363636363636364,0,0.9,0.5
bedaff,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.4,0.5,0.4,0.5
bedamn,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.875,1,0.75,1
bedamp,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.875,1,0.909090909090909,0
bedare,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.363636363636364,0,0.272727272727273,0
bedark,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.363636363636364,0,0.8,0.5
bedash,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.2,0.5,0.6,0.5
bedaub,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.636363636363636,0,0.625,1
bedawn,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.181818181818182,0,0.75,1
bedaze,0.625,1,0.272727272727273,0,0.3,0.5,0.1,0.5,0.125,1,0.272727272727273,0
bedbug,0.625,1,0.272727272727273,0,0.3,0.5,0.625,1,0.636363636363636,0,0.5,0.5
bedcap,0.625,1,0.272727272727273,0,0.3,0.5,0.375,1,0.1,0.5,0.909090909090909,0
bedded,0.625,1,0.272727272727273,0,0.3,0.5,0.3,0.5,0.272727272727273,0,0.3,0.5
bedder,0.625,1,0.272727272727273,0,0.3,0.5,0.3,0.5,0.272727272727273,0,0.363636363636364,0
bedead,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.1,0.5,0.3,0.5
bedeaf,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.1,0.5,0.4,0.5
bedebt,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.625,1,0.454545454545455,0
bedeck,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.375,1,0.8,0.5
bedeen,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.272727272727273,0,0.75,1
bedell,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.9,0.5,0.9,0.5
bedels,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.9,0.5,0.2,0.5
bedene,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.75,1,0.272727272727273,0
bedews,0.625,1,0.272727272727273,0,0.3,0.5,0.272727272727273,0,0.181818181818182,0,0.2,0.5
bedims,0.625,1,0.272727272727273,0,0.3,0.5,0.727272727272727,0,0.875,1,0.2,0.5
bedirt,0.625,1,0.272727272727273,0,0.3,0.5,0.727272727272727,0,0.363636363636364,0,0.454545454545455,0
bedkey,0.625,1,0.272727272727273,0,0.3,0.5,0.8,0.5,0.272727272727273,0,0.545454545454545,0
bedlam,0.625,1,0.272727272727273,0,0.3,0.5,0.9,0.5,0.1,0.5,0.875,1
bedlar,0.625,1,0.272727272727273,0,0.3,0.5,0.9,0.5,0.1,0.5,0.363636363636364,0
bedman,0.625,1,0.272727272727273,0,0.3,0.5,0.875,1,0.1,0.5,0.75,1
bedoyo,0.625,1,0.272727272727273,0,0.3,0.5,0.818181818181818,0,0.545454545454545,0,0.818181818181818,0
bedolt,0.625,1,0.272727272727273,0,0.3,0.5,0.818181818181818,0,0.9,0.5,0.454545454545455,0
bedote,0.625,1,0.272727272727273,0,0.3,0.5,0.818181818181818,0,0.454545454545455,0,0.272727272727273,0
bedown,0.625,1,0.272727272727273,0,0.3,0.5,0.818181818181818,0,0.181818181818182,0,0.75,1
bedpad,0.625,1,0.272727272727273,0,0.3,0.5,0.909090909090909,0,0.1,0.5,0.3,0.5
bedpan,0.625,1,0.272727272727273,0,0.3,0.5,0.909090909090909,0,0.1,0.5,0.75,1
bedral,0.625,1,0.272727272727273,0,0.3,0.5,0.363636363636364,0,0.1,0.5,0.9,0.5
bedrel,0.625,1,0.272727272727273,0,0.3,0.5,0.363636363636364,0,0.272727272727273,0,0.9,0.5
bedrid,0.625,1,0.272727272727273,0,0.3,0.5,0.363636363636364,0,0.727272727272727,0,0.3,0.5
bedrip,0.625,1,0.272727272727273,0,0.3,0.5,0.363636363636364,0,0.727272727272727,0,0.909090909090909,0
bedrop,0.625,1,0.272727272727273,0,0.3,0.5,0.363636363636364,0,0.818181818181818,0,0.909090909090909,0
bedrug,0.625,1,0.272727272727273,0,0.3,0.5,0.363636363636364,0,0.636363636363636,0,0.5,0.5
bedsit,0.625,1,0.272727272727273,0,0.3,0.5,0.2,0.5,0.727272727272727,0,0.454545454545455,0
beduck,0.625,1,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.375,1,0.8,0.5
beduin,0.625,1,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.727272727272727,0,0.75,1
beduke,0.625,1,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.8,0.5,0.272727272727273,0
bedull,0.625,1,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.9,0.5,0.9,0.5
bedumb,0.625,1,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.875,1,0.625,1
bedung,0.625,1,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.75,1,0.5,0.5
bedusk,0.625,1,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.2,0.5,0.8,0.5
bedust,0.625,1,0.272727272727273,0,0.3,0.5,0.636363636363636,0,0.2,0.5,0.454545454545455,0
bedway,0.625,1,0.272727272727273,0,0.3,0.5,0.181818181818182,0,0.1,0.5,0.545454545454545,0
beearn,0.625,1,0.272727272727273,0,0.272727272727273,0,0.1,0.5,0.363636363636364,0,0.75,1
beebee,0.625,1,0.272727272727273,0,0.272727272727273,0,0.625,1,0.272727272727273,0,0.272727272727273,0
beechy,0.625,1,0.272727272727273,0,0.272727272727273,0,0.375,1,0.6,0.5,0.545454545454545,0
beedom,0.625,1,0.272727272727273,0,0.272727272727273,0,0.3,0.5,0.818181818181818,0,0.875,1
beefed,0.625,1,0.272727272727273,0,0.272727272727273,0,0.4,0.5,0.272727272727273,0,0.3,0.5
beefer,0.625,1,0.272727272727273,0,0.272727272727273,0,0.4,0.5,0.272727272727273,0,0.363636363636364,0
beefin,0.625,1,0.272727272727273,0,0.272727272727273,0,0.4,0.5,0.727272727272727,0,0.75,1
beeish,0.625,1,0.272727272727273,0,0.272727272727273,0,0.727272727272727,0,0.2,0.5,0.6,0.5
beelol,0.625,1,0.272727272727273,0,0.272727272727273,0,0.9,0.5,0.818181818181818,0,0.9,0.5
beeman,0.625,1,0.272727272727273,0,0.272727272727273,0,0.875,1,0.1,0.5,0.75,1
beemen,0.625,1,0.272727272727273,0,0.272727272727273,0,0.875,1,0.272727272727273,0,0.75,1
beento,0.625,1,0.272727272727273,0,0.272727272727273,0,0.75,1,0.454545454545455,0,0.818181818181818,0
beeped,0.625,1,0.272727272727273,0,0.272727272727273,0,0.909090909090909,0,0.272727272727273,0,0.3,0.5
beeper,0.625,1,0.272727272727273,0,0.272727272727273,0,0.909090909090909,0,0.272727272727273,0,0.363636363636364,0
beetle,0.625,1,0.272727272727273,0,0.272727272727273,0,0.454545454545455,0,0.9,0.5,0.272727272727273,0
beeves,0.625,1,0.272727272727273,0,0.272727272727273,0,0.5,1,0.272727272727273,0,0.2,0.5
beeway,0.625,1,0.272727272727273,0,0.272727272727273,0,0.181818181818182,0,0.1,0.5,0.545454545454545,0
beezer,0.625,1,0.272727272727273,0,0.272727272727273,0,0.125,1,0.272727272727273,0,0.363636363636364,0
befall,0.625,1,0.272727272727273,0,0.4,0.5,0.1,0.5,0.9,0.5,0.9,0.5
befame,0.625,1,0.272727272727273,0,0.4,0.5,0.1,0.5,0.875,1,0.272727272727273,0
befell,0.625,1,0.272727272727273,0,0.4,0.5,0.272727272727273,0,0.9,0.5,0.9,0.5
befile,0.625,1,0.272727272727273,0,0.4,0.5,0.727272727272727,0,0.9,0.5,0.272727272727273,0
befire,0.625,1,0.272727272727273,0,0.4,0.5,0.727272727272727,0,0.363636363636364,0,0.272727272727273,0
befist,0.625,1,0.272727272727273,0,0.4,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
befits,0.625,1,0.272727272727273,0,0.4,0.5,0.727272727272727,0,0.454545454545455,0,0.2,0.5
beflag,0.625,1,0.272727272727273,0,0.4,0.5,0.9,0.5,0.1,0.5,0.5,0.5
beflap,0.625,1,0.272727272727273,0,0.4,0.5,0.9,0.5,0.1,0.5,0.909090909090909,0
beflea,0.625,1,0.272727272727273,0,0.4,0.5,0.9,0.5,0.272727272727273,0,0.1,0.5
beflum,0.625,1,0.272727272727273,0,0.4,0.5,0.9,0.5,0.636363636363636,0,0.875,1
befoam,0.625,1,0.272727272727273,0,0.4,0.5,0.818181818181818,0,0.1,0.5,0.875,1
befogs,0.625,1,0.272727272727273,0,0.4,0.5,0.818181818181818,0,0.5,0.5,0.2,0.5
befool,0.625,1,0.272727272727273,0,0.4,0.5,0.818181818181818,0,0.818181818181818,0,0.9,0.5
before,0.625,1,0.272727272727273,0,0.4,0.5,0.818181818181818,0,0.363636363636364,0,0.272727272727273,0
befoul,0.625,1,0.272727272727273,0,0.4,0.5,0.818181818181818,0,0.636363636363636,0,0.9,0.5
befret,0.625,1,0.272727272727273,0,0.4,0.5,0.363636363636364,0,0.272727272727273,0,0.454545454545455,0
befriz,0.625,1,0.272727272727273,0,0.4,0.5,0.363636363636364,0,0.727272727272727,0,0.125,1
befume,0.625,1,0.272727272727273,0,0.4,0.5,0.636363636363636,0,0.875,1,0.272727272727273,0
begall,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.9,0.5,0.9,0.5
begani,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.75,1,0.727272727272727,0
begari,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.363636363636364,0,0.727272727272727,0
begary,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.363636363636364,0,0.545454545454545,0
begash,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.2,0.5,0.6,0.5
begass,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.2,0.5,0.2,0.5
begats,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.454545454545455,0,0.2,0.5
begaud,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.636363636363636,0,0.3,0.5
begaze,0.625,1,0.272727272727273,0,0.5,0.5,0.1,0.5,0.125,1,0.272727272727273,0
begeck,0.625,1,0.272727272727273,0,0.5,0.5,0.272727272727273,0,0.375,1,0.8,0.5
begets,0.625,1,0.272727272727273,0,0.5,0.5,0.272727272727273,0,0.454545454545455,0,0.2,0.5
beggar,0.625,1,0.272727272727273,0,0.5,0.5,0.5,0.5,0.1,0.5,0.363636363636364,0
begged,0.625,1,0.272727272727273,0,0.5,0.5,0.5,0.5,0.272727272727273,0,0.3,0.5
begger,0.625,1,0.272727272727273,0,0.5,0.5,0.5,0.5,0.272727272727273,0,0.363636363636364,0
begift,0.625,1,0.272727272727273,0,0.5,0.5,0.727272727272727,0,0.4,0.5,0.454545454545455,0
begild,0.625,1,0.272727272727273,0,0.5,0.5,0.727272727272727,0,0.9,0.5,0.3,0.5
begins,0.625,1,0.272727272727273,0,0.5,0.5,0.727272727272727,0,0.75,1,0.2,0.5
begird,0.625,1,0.272727272727273,0,0.5,0.5,0.727272727272727,0,0.363636363636364,0,0.3,0.5
begirt,0.625,1,0.272727272727273,0,0.5,0.5,0.727272727272727,0,0.363636363636364,0,0.454545454545455,0
beglad,0.625,1,0.272727272727273,0,0.5,0.5,0.9,0.5,0.1,0.5,0.3,0.5
beglew,0.625,1,0.272727272727273,0,0.5,0.5,0.9,0.5,0.272727272727273,0,0.181818181818182,0
beglic,0.625,1,0.272727272727273,0,0.5,0.5,0.9,0.5,0.727272727272727,0,0.375,1
begluc,0.625,1,0.272727272727273,0,0.5,0.5,0.9,0.5,0.636363636363636,0,0.375,1
beglue,0.625,1,0.272727272727273,0,0.5,0.5,0.9,0.5,0.636363636363636,0,0.272727272727273,0
begnaw,0.625,1,0.272727272727273,0,0.5,0.5,0.75,1,0.1,0.5,0.181818181818182,0
begobs,0.625,1,0.272727272727273,0,0.5,0.5,0.818181818181818,0,0.625,1,0.2,0.5
begohm,0.625,1,0.272727272727273,0,0.5,0.5,0.818181818181818,0,0.6,0.5,0.875,1
begone,0.625,1,0.272727272727273,0,0.5,0.5,0.818181818181818,0,0.75,1,0.272727272727273,0
begoud,0.625,1,0.272727272727273,0,0.5,0.5,0.818181818181818,0,0.636363636363636,0,0.3,0.5
begowk,0.625,1,0.272727272727273,0,0.5,0.5,0.818181818181818,0,0.181818181818182,0,0.8,0.5
begray,0.625,1,0.272727272727273,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.545454545454545,0
begrim,0.625,1,0.272727272727273,0,0.5,0.5,0.363636363636364,0,0.727272727272727,0,0.875,1
beguin,0.625,1,0.272727272727273,0,0.5,0.5,0.636363636363636,0,0.727272727272727,0,0.75,1
begulf,0.625,1,0.272727272727273,0,0.5,0.5,0.636363636363636,0,0.9,0.5,0.4,0.5
begums,0.625,1,0.272727272727273,0,0.5,0.5,0.636363636363636,0,0.875,1,0.2,0.5
begunk,0.625,1,0.272727272727273,0,0.5,0.5,0.636363636363636,0,0.75,1,0.8,0.5
behale,0.625,1,0.272727272727273,0,0.6,0.5,0.1,0.5,0.9,0.5,0.272727272727273,0
behalf,0.625,1,0.272727272727273,0,0.6,0.5,0.1,0.5,0.9,0.5,0.4,0.5
behang,0.625,1,0.272727272727273,0,0.6,0.5,0.1,0.5,0.75,1,0.5,0.5
behave,0.625,1,0.272727272727273,0,0.6,0.5,0.1,0.5,0.5,1,0.272727272727273,0
behead,0.625,1,0.272727272727273,0,0.6,0.5,0.272727272727273,0,0.1,0.5,0.3,0.5
behear,0.625,1,0.272727272727273,0,0.6,0.5,0.272727272727273,0,0.1,0.5,0.363636363636364,0
beheld,0.625,1,0.272727272727273,0,0.6,0.5,0.272727272727273,0,0.9,0.5,0.3,0.5
behelp,0.625,1,0.272727272727273,0,0.6,0.5,0.272727272727273,0,0.9,0.5,0.909090909090909,0
behest,0.625,1,0.272727272727273,0,0.6,0.5,0.272727272727273,0,0.2,0.5,0.454545454545455,0
behymn,0.625,1,0.272727272727273,0,0.6,0.5,0.545454545454545,0,0.875,1,0.75,1
behind,0.625,1,0.272727272727273,0,0.6,0.5,0.727272727272727,0,0.75,1,0.3,0.5
behint,0.625,1,0.272727272727273,0,0.6,0.5,0.727272727272727,0,0.75,1,0.454545454545455,0
behold,0.625,1,0.272727272727273,0,0.6,0.5,0.818181818181818,0,0.9,0.5,0.3,0.5
behoof,0.625,1,0.272727272727273,0,0.6,0.5,0.818181818181818,0,0.818181818181818,0,0.4,0.5
behoot,0.625,1,0.272727272727273,0,0.6,0.5,0.818181818181818,0,0.818181818181818,0,0.454545454545455,0
behorn,0.625,1,0.272727272727273,0,0.6,0.5,0.818181818181818,0,0.363636363636364,0,0.75,1
behove,0.625,1,0.272727272727273,0,0.6,0.5,0.818181818181818,0,0.5,1,0.272727272727273,0
behowl,0.625,1,0.272727272727273,0,0.6,0.5,0.818181818181818,0,0.181818181818182,0,0.9,0.5
behung,0.625,1,0.272727272727273,0,0.6,0.5,0.636363636363636,0,0.75,1,0.5,0.5
beydom,0.625,1,0.272727272727273,0,0.545454545454545,0,0.3,0.5,0.818181818181818,0,0.875,1
beigel,0.625,1,0.272727272727273,0,0.727272727272727,0,0.5,0.5,0.272727272727273,0,0.9,0.5
beiges,0.625,1,0.272727272727273,0,0.727272727272727,0,0.5,0.5,0.272727272727273,0,0.2,0.5
beylic,0.625,1,0.272727272727273,0,0.545454545454545,0,0.9,0.5,0.727272727272727,0,0.375,1
beylik,0.625,1,0.272727272727273,0,0.545454545454545,0,0.9,0.5,0.727272727272727,0,0.8,0.5
beings,0.625,1,0.272727272727273,0,0.727272727272727,0,0.75,1,0.5,0.5,0.2,0.5
beinly,0.625,1,0.272727272727273,0,0.727272727272727,0,0.75,1,0.9,0.5,0.545454545454545,0
beyond,0.625,1,0.272727272727273,0,0.545454545454545,0,0.818181818181818,0,0.75,1,0.3,0.5
beirut,0.625,1,0.272727272727273,0,0.727272727272727,0,0.363636363636364,0,0.636363636363636,0,0.454545454545455,0
bejade,0.625,1,0.272727272727273,0,0.7,0.5,0.1,0.5,0.3,0.5,0.272727272727273,0
bejant,0.625,1,0.272727272727273,0,0.7,0.5,0.1,0.5,0.75,1,0.454545454545455,0
bejape,0.625,1,0.272727272727273,0,0.7,0.5,0.1,0.5,0.909090909090909,0,0.272727272727273,0
bejazz,0.625,1,0.272727272727273,0,0.7,0.5,0.1,0.5,0.125,1,0.125,1
bejuco,0.625,1,0.272727272727273,0,0.7,0.5,0.636363636363636,0,0.375,1,0.818181818181818,0
bekick,0.625,1,0.272727272727273,0,0.8,0.5,0.727272727272727,0,0.375,1,0.8,0.5
beking,0.625,1,0.272727272727273,0,0.8,0.5,0.727272727272727,0,0.75,1,0.5,0.5
bekiss,0.625,1,0.272727272727273,0,0.8,0.5,0.727272727272727,0,0.2,0.5,0.2,0.5
beknit,0.625,1,0.272727272727273,0,0.8,0.5,0.75,1,0.727272727272727,0,0.454545454545455,0
beknot,0.625,1,0.272727272727273,0,0.8,0.5,0.75,1,0.818181818181818,0,0.454545454545455,0
beknow,0.625,1,0.272727272727273,0,0.8,0.5,0.75,1,0.818181818181818,0,0.181818181818182,0
belace,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.375,1,0.272727272727273,0
belady,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.3,0.5,0.545454545454545,0
belage,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.5,0.5,0.272727272727273,0
belays,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.545454545454545,0,0.2,0.5
belait,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.727272727272727,0,0.454545454545455,0
belamy,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.875,1,0.545454545454545,0
belard,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.363636363636364,0,0.3,0.5
belash,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.2,0.5,0.6,0.5
belast,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.2,0.5,0.454545454545455,0
belate,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.272727272727273,0
belaud,0.625,1,0.272727272727273,0,0.9,0.5,0.1,0.5,0.636363636363636,0,0.3,0.5
beldam,0.625,1,0.272727272727273,0,0.9,0.5,0.3,0.5,0.1,0.5,0.875,1
belder,0.625,1,0.272727272727273,0,0.9,0.5,0.3,0.5,0.272727272727273,0,0.363636363636364,0
beleaf,0.625,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.1,0.5,0.4,0.5
beleap,0.625,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.1,0.5,0.909090909090909,0
beleed,0.625,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.272727272727273,0,0.3,0.5
beleft,0.625,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.4,0.5,0.454545454545455,0
beleve,0.625,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.5,1,0.272727272727273,0
belfry,0.625,1,0.272727272727273,0,0.9,0.5,0.4,0.5,0.363636363636364,0,0.545454545454545,0
belgae,0.625,1,0.272727272727273,0,0.9,0.5,0.5,0.5,0.1,0.5,0.272727272727273,0
belgas,0.625,1,0.272727272727273,0,0.9,0.5,0.5,0.5,0.1,0.5,0.2,0.5
belgic,0.625,1,0.272727272727273,0,0.9,0.5,0.5,0.5,0.727272727272727,0,0.375,1
belial,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.1,0.5,0.9,0.5
belick,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.375,1,0.8,0.5
belied,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.272727272727273,0,0.3,0.5
belief,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.272727272727273,0,0.4,0.5
belier,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.272727272727273,0,0.363636363636364,0
belies,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.272727272727273,0,0.2,0.5
belike,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.8,0.5,0.272727272727273,0
belili,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.9,0.5,0.727272727272727,0
belime,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.875,1,0.272727272727273,0
belion,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.818181818181818,0,0.75,1
belite,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.272727272727273,0
belive,0.625,1,0.272727272727273,0,0.9,0.5,0.727272727272727,0,0.5,1,0.272727272727273,0
