word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8
arry,0.1,0.5,0.363636363636364,0,0.363636363636364,0,0.545454545454545,0
arse,0.1,0.5,0.363636363636364,0,0.2,0.5,0.272727272727273,0
arte,0.1,0.5,0.363636363636364,0,0.454545454545455,0,0.272727272727273,0
arty,0.1,0.5,0.363636363636364,0,0.454545454545455,0,0.545454545454545,0
arts,0.1,0.5,0.363636363636364,0,0.454545454545455,0,0.2,0.5
arui,0.1,0.5,0.363636363636364,0,0.636363636363636,0,0.727272727272727,0
arum,0.1,0.5,0.363636363636364,0,0.636363636363636,0,0.875,1
arvo,0.1,0.5,0.363636363636364,0,0.5,1,0.818181818181818,0
asak,0.1,0.5,0.2,0.5,0.1,0.5,0.8,0.5
asap,0.1,0.5,0.2,0.5,0.1,0.5,0.909090909090909,0
asci,0.1,0.5,0.2,0.5,0.375,1,0.727272727272727,0
asea,0.1,0.5,0.2,0.5,0.272727272727273,0,0.1,0.5
asem,0.1,0.5,0.2,0.5,0.272727272727273,0,0.875,1
asgd,0.1,0.5,0.2,0.5,0.5,0.5,0.3,0.5
asha,0.1,0.5,0.2,0.5,0.6,0.5,0.1,0.5
ashy,0.1,0.5,0.2,0.5,0.6,0.5,0.545454545454545,0
asia,0.1,0.5,0.2,0.5,0.727272727272727,0,0.1,0.5
askr,0.1,0.5,0.2,0.5,0.8,0.5,0.363636363636364,0
asks,0.1,0.5,0.2,0.5,0.8,0.5,0.2,0.5
asok,0.1,0.5,0.2,0.5,0.818181818181818,0,0.8,0.5
asop,0.1,0.5,0.2,0.5,0.818181818181818,0,0.909090909090909,0
