word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22
אבולוציוניי,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.555555555555556,0,0.5,2,0.545454545454545,1,0.545454545454545,1
אבולוציונית,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.555555555555556,0,0.5,2,0.545454545454545,1,0.8,2
אבולוציותיה,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.4,2
אבולוציותיו,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.555555555555556,0
אבולוציותיי,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.545454545454545,1
אבולוציותיך,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.818181818181818,1
אבולוצייתכם,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.545454545454545,1,0.8,2,0.363636363636364,1,0.777777777777778,0
אבולוצייתכן,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.545454545454545,1,0.8,2,0.363636363636364,1,0.666666666666667,0
אבולוצייתנו,0.333333333333333,0,0.3,2,0.555555555555556,0,0.727272727272727,1,0.555555555555556,0,0.7,2,0.545454545454545,1,0.545454545454545,1,0.8,2,0.5,2,0.555555555555556,0
אבוריג'יניות,0.333333333333333,0,0.3,2,0.555555555555556,0,0.222222222222222,0,0.545454545454545,1,0.272727272727273,1,0.545454545454545,1,0.5,2,0.545454545454545,1,0.555555555555556,0,0.8,2
אבוריג'יניים,0.333333333333333,0,0.3,2,0.555555555555556,0,0.222222222222222,0,0.545454545454545,1,0.272727272727273,1,0.545454545454545,1,0.5,2,0.545454545454545,1,0.545454545454545,1,0.777777777777778,0
אבירויותיהם,0.333333333333333,0,0.3,2,0.545454545454545,1,0.222222222222222,0,0.555555555555556,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.4,2,0.777777777777778,0
אבירויותיהן,0.333333333333333,0,0.3,2,0.545454545454545,1,0.222222222222222,0,0.555555555555556,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.4,2,0.666666666666667,0
אבירויותייך,0.333333333333333,0,0.3,2,0.545454545454545,1,0.222222222222222,0,0.555555555555556,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.545454545454545,1,0.818181818181818,1
אבירויותיכם,0.333333333333333,0,0.3,2,0.545454545454545,1,0.222222222222222,0,0.555555555555556,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.363636363636364,1,0.777777777777778,0
אבירויותיכן,0.333333333333333,0,0.3,2,0.545454545454545,1,0.222222222222222,0,0.555555555555556,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.363636363636364,1,0.666666666666667,0
אבירויותינו,0.333333333333333,0,0.3,2,0.545454545454545,1,0.222222222222222,0,0.555555555555556,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.5,2,0.555555555555556,0
אבעבועותיהם,0.333333333333333,0,0.3,2,0.454545454545455,1,0.3,2,0.555555555555556,0,0.454545454545455,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.4,2,0.777777777777778,0
אבעבועותיהן,0.333333333333333,0,0.3,2,0.454545454545455,1,0.3,2,0.555555555555556,0,0.454545454545455,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.4,2,0.666666666666667,0
אבעבועותייך,0.333333333333333,0,0.3,2,0.454545454545455,1,0.3,2,0.555555555555556,0,0.454545454545455,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.545454545454545,1,0.818181818181818,1
אבעבועותיכם,0.333333333333333,0,0.3,2,0.454545454545455,1,0.3,2,0.555555555555556,0,0.454545454545455,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.363636363636364,1,0.777777777777778,0
אבעבועותיכן,0.333333333333333,0,0.3,2,0.454545454545455,1,0.3,2,0.555555555555556,0,0.454545454545455,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.363636363636364,1,0.666666666666667,0
אבעבועותינו,0.333333333333333,0,0.3,2,0.454545454545455,1,0.3,2,0.555555555555556,0,0.454545454545455,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.5,2,0.555555555555556,0
אגנוסטיותכם,0.333333333333333,0,0.272727272727273,1,0.5,2,0.555555555555556,0,0.2,2,0.444444444444444,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.363636363636364,1,0.777777777777778,0
אגנוסטיותכן,0.333333333333333,0,0.272727272727273,1,0.5,2,0.555555555555556,0,0.2,2,0.444444444444444,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.363636363636364,1,0.666666666666667,0
אגנוסטיותנו,0.333333333333333,0,0.272727272727273,1,0.5,2,0.555555555555556,0,0.2,2,0.444444444444444,0,0.545454545454545,1,0.555555555555556,0,0.8,2,0.5,2,0.555555555555556,0
אגנוסטיציזם,0.333333333333333,0,0.272727272727273,1,0.5,2,0.555555555555556,0,0.2,2,0.444444444444444,0,0.545454545454545,1,0.7,2,0.545454545454545,1,0.1,2,0.777777777777778,0
אגנוסטיקנים,0.333333333333333,0,0.272727272727273,1,0.5,2,0.555555555555556,0,0.2,2,0.444444444444444,0,0.545454545454545,1,0.111111111111111,0,0.5,2,0.545454545454545,1,0.777777777777778,0
אגנוסטיקנית,0.333333333333333,0,0.272727272727273,1,0.5,2,0.555555555555556,0,0.2,2,0.444444444444444,0,0.545454545454545,1,0.111111111111111,0,0.5,2,0.545454545454545,1,0.8,2
אגרונומיתכם,0.333333333333333,0,0.272727272727273,1,0.222222222222222,0,0.555555555555556,0,0.5,2,0.555555555555556,0,0.6,2,0.545454545454545,1,0.8,2,0.363636363636364,1,0.777777777777778,0
אגרונומיתכן,0.333333333333333,0,0.272727272727273,1,0.222222222222222,0,0.555555555555556,0,0.5,2,0.555555555555556,0,0.6,2,0.545454545454545,1,0.8,2,0.363636363636364,1,0.666666666666667,0
אגרונומיתנו,0.333333333333333,0,0.272727272727273,1,0.222222222222222,0,0.555555555555556,0,0.5,2,0.555555555555556,0,0.6,2,0.545454545454545,1,0.8,2,0.5,2,0.555555555555556,0
אגרופניותיה,0.333333333333333,0,0.272727272727273,1,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.5,2,0.545454545454545,1,0.555555555555556,0,0.8,2,0.545454545454545,1,0.4,2
